DDI-MedLine.d48.s6|15-35|diethyl pyrocarbonate|drug
DDI-DrugBank.d179.s9|286-295|Dantrolene|drug_n
DDI-DrugBank.d179.s10|22-31|Cerubidine|drug
DDI-DrugBank.d179.s10|56-65|Adriamycin|drug
DDI-DrugBank.d179.s10|88-92|VP-16|drug
DDI-DrugBank.d179.s10|118-124|Navelle|drug
DDI-DrugBank.d179.s10|148-156|Camptosar|drug
DDI-DrugBank.d179.s10|179-184|Tepoxx|drug
DDI-DrugBank.d179.s10|209-214|Caplex|drug
DDI-DrugBank.d179.s10|238-242|Taxol|drug
DDI-DrugBank.d179.s10|265-272|Taxotere|drug
DDI-DrugBank.d179.s10|294-300|Erlonda|drug
DDI-DrugBank.d179.s10|324-331|Eribulin|drug
DDI-DrugBank.d179.s10|356-363|Ixempril|drug
DDI-DrugBank.d179.s10|388-394|Viaptas|drug
DDI-DrugBank.d179.s10|419-428|Tenebrosin|drug
DDI-DrugBank.d179.s12|20-27|Depakote|group
DDI-DrugBank.d179.s12|50-57|Depakote|drug
DDI-DrugBank.d179.s12|84-91|Depakote|drug
DDI-DrugBank.d179.s12|122-129|Depakote|group
DDI-DrugBank.d179.s12|159-166|Depakote|drug
DDI-DrugBank.d179.s12|196-203|Depakote|drug
DDI-DrugBank.d179.s12|233-240|Depakote|drug
DDI-DrugBank.d179.s12|270-277|Depakote|drug
DDI-DrugBank.d179.s12|307-314|Depakote|drug
DDI-DrugBank.d179.s12|344-351|Depakote|drug
DDI-DrugBank.d179.s12|381-388|Depakote|drug
DDI-DrugBank.d179.s12|418-425|Depakote|drug
DDI-DrugBank.d179.s12|455-462|Depakote|drug
DDI-DrugBank.d179.s12|492-499|Depakote|drug
DDI-DrugBank.d179.s13|33-49|estrogenic agents|group
DDI-DrugBank.d179.s14|20-26|Tegison|drug
DDI-DrugBank.d179.s14|52-58|Tegison|group
DDI-DrugBank.d179.s14|83-89|Tegison|drug_n
DDI-DrugBank.d179.s16|28-36|Plaquenil|drug
DDI-DrugBank.d179.s18|20-25|Trexan|drug
DDI-DrugBank.d179.s23|2-14|Valproic acid|drug
DDI-DrugBank.d179.s23|23-30|Depakene|drug
DDI-DrugBank.d179.s23|33-45|Valproic acid|drug
DDI-DrugBank.d179.s23|54-61|Depakene|drug
DDI-DrugBank.d179.s24|30-38|Lithostat|drug
DDI-DrugBank.d179.s26|22-29|Furoxone|drug
DDI-DrugBank.d179.s26|57-70|Furoxone group|group
DDI-DrugBank.d179.s26|164-177|Furoxone brand|brand
DDI-DrugBank.d179.s26|205-214|Furoxone n|drug_n
DDI-DrugBank.d179.s27|24-33|Furadantin|drug
DDI-DrugBank.d179.s30|19-26|Quinidex|drug
DDI-DrugBank.d179.s31|17-23|Quinamm|drug
DDI-DrugBank.d179.s31|46-69|quinoline anticoagulants|group
DDI-DrugBank.d179.s31|92-98|quinine|brand
DDI-DrugBank.d179.s31|121-135|quinine sulfate|drug_n
DDI-DrugBank.d179.s31|308-331|quinoline anticoagulants|group
DDI-DrugBank.d179.s32|19-25|Diasone|drug
DDI-DrugBank.d179.s32|31-39|Sulfoxone|group
DDI-DrugBank.d179.s32|80-86|Diasone|drug
DDI-DrugBank.d179.s32|92-100|Sulfoxone|drug_n
DDI-DrugBank.d179.s33|0-11|AquaMEPHYTON|drug
DDI-DrugBank.d179.s33|13-22|Synkayvite|drug
DDI-DrugBank.d179.s34|117-187|Anticoagulants (blood thinners) or antifungal agents (antifungal drugs)|group
DDI-DrugBank.d179.s34|254-270|antifungal agents|group
DDI-DrugBank.d179.s34|338-344|aspirin|brand
DDI-DrugBank.d179.s34|423-436|anticoagulants|group
DDI-DrugBank.d179.s34|492-496|xanax|brand
DDI-DrugBank.d179.s34|575-591|antifungal agents|group
DDI-DrugBank.d179.s34|647-653|aspirin|brand
DDI-DrugBank.d179.s35|18-25|Peganone|drug
DDI-DrugBank.d179.s35|101-108|Peganone|group
DDI-DrugBank.d179.s35|130-137|Peganone|brand
DDI-DrugBank.d179.s35|159-166|Peganone|drug_n
DDI-DrugBank.d179.s36|2-12|Mephenytoin|drug
DDI-DrugBank.d179.s36|21-29|Mesantoin|drug
DDI-DrugBank.d179.s36|40-51|ulfapyridine|drug
DDI-DrugBank.d179.s37|2-58|Antidiabetics, oral (diabetes medicine you take by mouth)|group
DDI-DrugBank.d179.s37|72-84|antidiabetics|group
DDI-DrugBank.d179.s37|198-210|antidiabetics|group
DDI-DrugBank.d179.s38|2-13|Methotrexate|drug
DDI-DrugBank.d179.s38|22-27|Mexate|brand
DDI-DrugBank.d179.s38|37-48|Methotrexate|drug
DDI-DrugBank.d179.s38|55-67|sulfapyridine|drug
DDI-DrugBank.d179.s38|156-167|Methotrexate|drug
DDI-DrugBank.d179.s39|2-11|Methyldopa|drug
DDI-DrugBank.d179.s39|20-26|Aldomet|drug
DDI-DrugBank.d179.s39|36-45|Methyldopa|drug
DDI-DrugBank.d179.s40|2-10|Phenytoin|drug
DDI-DrugBank.d179.s40|19-26|Dilantin|brand
DDI-DrugBank.d179.s40|36-44|phenytoin|drug
DDI-DrugBank.d179.s40|51-58|Dilantin|drug
DDI-DrugBank.d179.s40|147-155|phenytoin|drug
DDI-DrugBank.d639.s0|21-26|SUTENT|drug
DDI-DrugBank.d639.s0|236-244|sunitinib|drug
DDI-DrugBank.d639.s2|21-26|SUTENT|drug
DDI-DrugBank.d639.s2|70-82|dexamethasone|brand
DDI-DrugBank.d639.s2|85-93|phenytoin|brand
DDI-DrugBank.d639.s2|96-108|carbamazepine|brand
DDI-DrugBank.d639.s2|111-118|rifampin|brand
DDI-DrugBank.d639.s2|121-129|rifabutin|brand
DDI-DrugBank.d639.s2|132-141|rifapentin|brand
DDI-DrugBank.d639.s2|144-156|phenobarbital|brand
DDI-DrugBank.d639.s2|225-233|sunitinib|drug
DDI-DrugBank.d639.s4|0-9|Johns Wort|drug
DDI-DrugBank.d639.s4|24-29|SUTENT|drug
DDI-DrugBank.d639.s5|19-24|SUTENT|drug
DDI-DrugBank.d639.s6|0-9|Johns Wort|drug
DDI-DrugBank.d639.s7|70-86|CYP3A4 inhibitors|group
DDI-DrugBank.d639.s7|91-98|inducers|group
DDI-DrugBank.d723.s0|39-60|acetylcholine chloride|drug
DDI-DrugBank.d723.s0|63-69|Miochol|group
DDI-DrugBank.d723.s0|76-84|carbachol|drug
DDI-DrugBank.d723.s0|87-95|Carboptic|group
DDI-DrugBank.d723.s0|98-113|Isopto Carbachol|group
DDI-DrugBank.d704.s0|0-22|Drug-Drug Interactions:|drug
DDI-DrugBank.d704.s0|24-168|The pharmacokinetic and pharmacodynamic interactions between FLOMAX capsules and other alpha-adrenergic blocking agents have not been determined.|drug_n
DDI-DrugBank.d704.s1|137-142|FLOMAX|drug
DDI-DrugBank.d704.s2|40-49|cimetidine|drug
DDI-DrugBank.d704.s4|75-88|anticoagulants|group
DDI-DrugBank.d704.s6|44-51|warfarin|group
DDI-DrugBank.d704.s6|57-62|FLOMAX|group
DDI-DrugBank.d658.s0|32-43|testolactone|group
DDI-DrugBank.d658.s2|0-33|Drug/Laboratory Test Interactions:|drug
DDI-DrugBank.d766.s0|59-70|trimetrexate|drug_n
DDI-DrugBank.d766.s0|237-248|trimetrexate|drug_n
DDI-DrugBank.d766.s0|457-468|trimetrexate|drug_n
DDI-DrugBank.d766.s1|133-144|erythromycin|group
DDI-DrugBank.d766.s1|147-154|rifampin|group
DDI-DrugBank.d766.s1|157-165|rifabutin|group
DDI-DrugBank.d766.s1|168-179|ketoconazole|drug_n
DDI-DrugBank.d766.s1|186-196|fluconazole|drug_n
DDI-DrugBank.d766.s2|56-65|cimetidine|drug
DDI-DrugBank.d766.s2|134-146|acetaminophen|drug
DDI-DrugBank.d766.s3|38-73|nitrogen substituted imidazole drugs|group
DDI-DrugBank.d766.s4|24-37|anticoagulants|group
DDI-DrugBank.d766.s4|43-59|antifungal agents|group
DDI-DrugBank.d328.s0|34-43|valdecoxib|drug
DDI-DrugBank.d328.s0|70-79|valdecoxib|drug
DDI-DrugBank.d328.s1|146-155|valdecoxib|drug
DDI-DrugBank.d328.s1|157-163|prodrug|drug
DDI-DrugBank.d328.s1|311-324|anticoagulants|group
DDI-DrugBank.d328.s1|326-342|clostridium toxin|drug_n
DDI-DrugBank.d328.s1|344-355|glutethimide|drug
DDI-DrugBank.d328.s1|535-552|acetilsalicic acid|drug
DDI-DrugBank.d328.s1|554-565|glutethimide|drug
DDI-DrugBank.d328.s1|713-729|antifungal agents|group
DDI-DrugBank.d328.s2|9-18|valdecoxib|drug
DDI-DrugBank.d328.s3|31-40|valdecoxib|group
DDI-DrugBank.d328.s4|0-6|Aspirin|drug
DDI-DrugBank.d328.s4|39-45|aspirin|drug
DDI-DrugBank.d328.s5|44-53|valdecoxib|drug
DDI-DrugBank.d328.s5|79-85|aspirin|drug
DDI-DrugBank.d328.s6|134-143|valdecoxib|group
DDI-DrugBank.d328.s7|14-23|Valdecoxib|drug
DDI-DrugBank.d328.s7|114-125|methotrexate|drug
DDI-DrugBank.d328.s8|36-41|NSAIDs|group
DDI-DrugBank.d328.s8|87-100|ACE-inhibitors|drug
DDI-DrugBank.d328.s9|0-106|This interaction should be given consideration in patients taking BEXTRA concomitantly with ACE-inhibitors.|drug
DDI-DrugBank.d328.s9|108-121|ACE-inhibitors|group
DDI-DrugBank.d328.s9|123-125|N/A|drug
DDI-DrugBank.d328.s9|127-129|N/A|drug_n
DDI-DrugBank.d328.s10|130-139|furosemide|drug
DDI-DrugBank.d328.s12|0-14|Anticonvulsants|drug
DDI-DrugBank.d328.s12|17-25|Phenytoin|drug
DDI-DrugBank.d328.s12|29-56|Steady state plasma exposure|drug
DDI-DrugBank.d328.s12|59-61|AUC|drug
DDI-DrugBank.d328.s12|67-76|valdecoxib|drug
DDI-DrugBank.d328.s12|85-87|BID|drug
DDI-DrugBank.d328.s12|172-173|QD|drug
DDI-DrugBank.d328.s12|191-199|phenytoin|drug
DDI-DrugBank.d328.s12|202-218|a CYP 3A4 inducer|drug
DDI-DrugBank.d328.s13|31-40|valdecoxib|group
DDI-DrugBank.d328.s13|103-111|phenytoin|drug
DDI-DrugBank.d328.s15|0-3|Drug|drug
DDI-DrugBank.d328.s18|22-31|valdecoxib|group
DDI-DrugBank.d328.s18|158-167|valdecoxib|group
DDI-DrugBank.d328.s19|8-23|dextromethorphan|drug
DDI-DrugBank.d328.s20|0-6|Lithium|drug
DDI-DrugBank.d328.s20|9-18|Valdecoxib|drug
DDI-DrugBank.d328.s20|75-81|Lithium|drug
DDI-DrugBank.d328.s20|176-182|Lithium|drug
DDI-DrugBank.d328.s21|98-104|Lithium|drug
DDI-DrugBank.d328.s21|128-133|BEXTRA|brand
DDI-DrugBank.d328.s21|157-163|Lithium|drug
DDI-DrugBank.d328.s23|25-34|valdecoxib|drug
DDI-DrugBank.d328.s23|67-74|warfarin|drug
DDI-DrugBank.d328.s24|78-85|warfarin|group
DDI-DrugBank.d328.s24|91-98|warfarin|group
DDI-DrugBank.d328.s24|203-210|warfarin|group
DDI-DrugBank.d328.s26|114-119|BEXTRA|group
DDI-DrugBank.d328.s27|0-11|Ketoconazole|drug
DDI-DrugBank.d328.s27|17-27|fluconazole|drug
DDI-DrugBank.d328.s27|30-117|Ketoconazole and fluconazole are predominantly CYP 3A4 and 2C9 inhibitors, respectively.|group
DDI-DrugBank.d328.s29|25-34|valdecoxib|group
DDI-DrugBank.d328.s30|11-19|Glyburide|drug
DDI-DrugBank.d328.s31|20-29|valdecoxib|group
DDI-DrugBank.d328.s32|20-29|valdecoxib|drug
DDI-DrugBank.d328.s33|20-29|valdecoxib|drug
DDI-DrugBank.d328.s36|20-28|glyburide|group
DDI-DrugBank.d328.s37|12-21|Omeprazole|drug
DDI-DrugBank.d328.s37|28-32|group|group
DDI-DrugBank.d328.s37|58-62|group|brand
DDI-DrugBank.d328.s37|105-109|group|drug_n
DDI-DrugBank.d328.s39|22-31|valdecoxib|group
DDI-DrugBank.d328.s40|0-127|drugs whose absorption is sensitive to pH may be negatively impacted by concomitant administration of omeprazole and valdecoxib.|drug
DDI-DrugBank.d328.s42|20-29|valdecoxib|group
DDI-DrugBank.d328.s43|21-30|Valdecoxib|drug
DDI-DrugBank.d328.s44|20-29|valdecoxib|drug
DDI-DrugBank.d328.s45|154-167|contraceptives|drug
DDI-DrugBank.d328.s45|204-228|estrogen and progesterone|group
DDI-DrugBank.d328.s45|319-330|Depo-Provera|brand
DDI-DrugBank.d328.s45|336-342|Provera|brand
DDI-DrugBank.d328.s45|345-355|anphetamine|drug_n
DDI-DrugBank.d328.s46|6-63|increased exposures of norethindrone and ethinyl estradiol|group
DDI-DrugBank.d328.s47|10-15|Valium|drug
DDI-DrugBank.d328.s48|19-26|diazepam|drug
DDI-DrugBank.d328.s48|233-240|diazepam|drug
DDI-DrugBank.d328.s49|173-180|sedative|group
DDI-DrugBank.d328.s50|162-168|atients|drug
DDI-DrugBank.d328.s50|323-329|atients|group
DDI-DrugBank.d328.s50|484-490|atients|brand
DDI-DrugBank.d328.s50|645-651|atients|drug_n
DDI-DrugBank.d759.s0|0-12|ascorbic acid|drug
DDI-DrugBank.d759.s0|68-85|bishydroxycoumarin|drug
