DDI-MedLine.d48.s5|0-28|[(14)C]-diethyl pyrocarbonate|drug
DDI-DrugBank.d124.s15|29-39|terfenadine|drug
DDI-DrugBank.d124.s16|20-37| Dihydroergotamine|drug_n
DDI-DrugBank.d124.s16|40-50| ergonovine|drug_n
DDI-DrugBank.d124.s16|53-63| ergotamine|drug_n
DDI-DrugBank.d124.s16|66-82| methylergonovine|drug_n
DDI-DrugBank.d124.s17|0-23|antimycobacterial agents|drug
DDI-DrugBank.d124.s17|26-33|rifampin|drug
DDI-DrugBank.d124.s17|35-49|CONTRAINDICATED|drug
DDI-DrugBank.d124.s17|99-108|saquinavir|drug
DDI-DrugBank.d124.s17|176-185|saquinavir|drug
DDI-DrugBank.d124.s19|50-57|INVIRASE|drug
DDI-DrugBank.d124.s19|80-94|garlic capsules|drug_n
DDI-DrugBank.d124.s20|0-8|cisapride|drug
DDI-DrugBank.d124.s21|0-14|St. John's wort|drug
DDI-DrugBank.d124.s22|30-39|lovastatin|group
DDI-DrugBank.d124.s22|42-52|simvastatin|group
DDI-DrugBank.d124.s23|0-8|triazolam|drug
DDI-DrugBank.d124.s23|11-19|midazolam|drug
DDI-DrugBank.d124.s23|22-40|Sedatives/Hypnotics|group
DDI-DrugBank.d124.s23|43-57|CONTRAINDICATED|drug_n
DDI-DrugBank.d124.s23|60-114|potential for serious and/or life-threatening reactions|drug
DDI-DrugBank.d124.s23|124-154|prolonged or increased sedation|drug
DDI-DrugBank.d124.s23|159-180|respiratory depression|drug
DDI-DrugBank.d124.s25|0-9|metoprolol|drug
DDI-DrugBank.d124.s25|11-20|amlodipine|drug
DDI-DrugBank.d124.s25|22-30|glipizide|drug
DDI-DrugBank.d124.s25|32-42|clopidogrel|drug
DDI-DrugBank.d124.s25|44-53|ranexidine|drug
DDI-DrugBank.d124.s25|55-64|nicorandil|drug
DDI-DrugBank.d124.s25|66-74|verapamil|drug
DDI-DrugBank.d124.s25|76-85|amlodipine|drug
DDI-DrugBank.d124.s25|87-95|glyburide|drug
DDI-DrugBank.d124.s25|97-105|glipizide|drug
DDI-DrugBank.d124.s25|107-123|clostridium toxin|drug_n
DDI-DrugBank.d124.s25|125-142|acetilsalicic acid|drug
DDI-DrugBank.d124.s25|144-155|glutethimide|drug
DDI-DrugBank.d124.s25|157-166|amlodipine|drug
DDI-DrugBank.d124.s25|168-177|nicorandil|drug
DDI-DrugBank.d124.s25|179-188|ranexidine|drug
DDI-DrugBank.d124.s25|190-198|verapamil|drug
DDI-DrugBank.d124.s25|200-209|amlodipine|drug
DDI-DrugBank.d124.s25|211-219|glyburide|drug
DDI-DrugBank.d124.s25|221-229|glipizide|drug
DDI-DrugBank.d124.s25|231-247|clostridium toxin|drug_n
DDI-DrugBank.d124.s25|249-266|acetilsalicic acid|drug
DDI-DrugBank.d124.s25|268-279|glutethimide|drug
DDI-DrugBank.d124.s25|281-290|amlodipine|drug
DDI-DrugBank.d124.s25|292-301|nicorandil|drug
DDI-DrugBank.d124.s26|409-418|saquinavir|drug
DDI-DrugBank.d124.s26|420-433|anticoagulants|group
DDI-DrugBank.d124.s26|517-533|antifungal agents|group
DDI-DrugBank.d124.s26|535-543|quinidine|drug
DDI-DrugBank.d124.s26|626-642|ergot derivatives|group
DDI-DrugBank.d124.s26|644-653|ergotamine|drug
DDI-DrugBank.d124.s26|703-712|alprazolam|drug
DDI-DrugBank.d124.s27|0-17|acetilsalicic acid|drug
DDI-DrugBank.d124.s27|19-30|glutethimide|drug
DDI-DrugBank.d124.s27|32-45|anticoagulants|group
DDI-DrugBank.d124.s27|47-63|antifungal agents|group
DDI-DrugBank.d124.s27|108-113|heroin|drug_n
DDI-DrugBank.d124.s27|115-132|acetilsalicic acid|drug
DDI-DrugBank.d124.s27|134-145|glutethimide|drug
DDI-DrugBank.d124.s27|147-160|anticoagulants|group
DDI-DrugBank.d124.s27|162-178|antifungal agents|group
DDI-DrugBank.d124.s27|223-228|heroin|drug_n
DDI-DrugBank.d124.s27|230-247|acetilsalicic acid|drug
DDI-DrugBank.d124.s27|249-260|glutethimide|drug
DDI-DrugBank.d124.s27|262-275|anticoagulants|group
DDI-DrugBank.d124.s27|277-293|antifungal agents|group
DDI-DrugBank.d124.s27|338-343|heroin|drug_n
DDI-DrugBank.d124.s27|345-362|acetilsalicic acid|drug
DDI-DrugBank.d124.s27|364-375|glutethimide|drug
DDI-DrugBank.d124.s27|377-390|anticoagulants|group
DDI-DrugBank.d124.s27|392-408|antifungal agents|group
DDI-DrugBank.d124.s28|145-155| ritonavir |drug
DDI-DrugBank.d124.s28|157-166| INVIRASE |drug_n
DDI-DrugBank.d124.s28|169-179| ritonavir |drug
DDI-DrugBank.d124.s28|209-218| Invirase |drug
DDI-DrugBank.d124.s28|329-336| heroin |drug_n
DDI-DrugBank.d124.s28|380-399| acetilsalicic acid |drug
DDI-DrugBank.d124.s28|405-418| glutethimide |drug
DDI-DrugBank.d124.s28|546-554| aspirin |drug
DDI-DrugBank.d124.s28|560-566| xanax |drug
DDI-DrugBank.d124.s28|618-625| heroin |drug_n
DDI-DrugBank.d124.s28|669-688| acetilsalicic acid |drug
DDI-DrugBank.d124.s29|199-209|risperidone|drug
DDI-DrugBank.d124.s29|212-221|clofibrate|drug
DDI-DrugBank.d124.s29|224-234|fenofibrate|drug
DDI-DrugBank.d124.s29|237-247|gemfibrozil|drug
DDI-DrugBank.d124.s29|250-259|glucophage|drug
DDI-DrugBank.d124.s29|262-271|glucophage|drug
DDI-DrugBank.d124.s29|277-282|niacin|drug
DDI-DrugBank.d124.s29|299-312|anticoagulants|group
DDI-DrugBank.d124.s29|318-334|antifungal agents|group
DDI-DrugBank.d124.s30|169-178|saquinavir|drug
DDI-DrugBank.d694.s1|19-25|digoxin|drug
DDI-DrugBank.d694.s2|24-30|digoxin|drug
DDI-DrugBank.d65.s0|32-45| sulfacetamide|drug
DDI-DrugBank.d179.s1|56-68|acetaminophen|drug
DDI-DrugBank.d179.s1|77-83|Tylenol|brand
DDI-DrugBank.d179.s1|121-134|anticoagulants|group
DDI-DrugBank.d179.s1|187-203|clostridium toxin|drug_n
DDI-DrugBank.d179.s1|240-246|aspirin|brand
DDI-DrugBank.d179.s1|255-262|Excedrin|brand
DDI-DrugBank.d179.s1|450-454|xanax|brand
DDI-DrugBank.d179.s1|463-472|alprazolam|brand
DDI-DrugBank.d179.s1|510-515|heroin|drug_n
DDI-DrugBank.d179.s1|552-558|aspirin|brand
DDI-DrugBank.d179.s1|567-574|Excedrin|brand
DDI-DrugBank.d179.s2|34-43|Amiodarone|drug
DDI-DrugBank.d179.s2|66-75|Amiodarone|drug_n
DDI-DrugBank.d179.s2|98-107|amiodarone|group
DDI-DrugBank.d179.s2|130-138|Cordarone|brand
DDI-DrugBank.d179.s4|31-47|anabolic steroids|group
DDI-DrugBank.d179.s4|86-103|testicular atrophy|drug
DDI-DrugBank.d179.s4|109-121|breast cancer|drug
DDI-DrugBank.d179.s4|141-152|progestogens|drug
DDI-DrugBank.d179.s4|172-190|menstrual disorders|group
DDI-DrugBank.d179.s4|196-208|breast cancer|group
DDI-DrugBank.d179.s4|275-293|menopausal symptoms|group
DDI-DrugBank.d179.s4|360-368|impotence|group
DDI-DrugBank.d179.s4|444-450|obesity|group
DDI-DrugBank.d179.s4|456-502|attention deficit hyperactivity disorder (ADHD)|group
DDI-DrugBank.d179.s4|505-521|clostridium toxin|drug_n
DDI-DrugBank.d179.s4|540-553|food poisoning|group
DDI-DrugBank.d179.s4|565-575|clostridium|group
DDI-DrugBank.d179.s4|658-663|asthma|group
DDI-DrugBank.d179.s4|669-677|hay fever|group
DDI-DrugBank.d179.s7|20-24|BicNU|drug
DDI-DrugBank.d179.s7|54-60|Endoxan|drug
DDI-DrugBank.d179.s7|85-91|Hydroxy|drug
DDI-DrugBank.d179.s7|115-120|Isoray|drug
DDI-DrugBank.d179.s7|155-157|MPT|drug
DDI-DrugBank.d179.s7|180-188|Alimuzine|drug
DDI-DrugBank.d179.s7|221-223|MTA|drug
DDI-DrugBank.d179.s7|249-258|Novantrone|drug
DDI-DrugBank.d179.s7|283-290|Neplanyn|drug
DDI-DrugBank.d179.s7|318-325|Probalen|drug
DDI-DrugBank.d179.s7|349-356|Plenadex|drug
DDI-DrugBank.d179.s7|382-393|Procarbazine|drug
DDI-DrugBank.d179.s7|416-423|Virazole|drug
DDI-DrugBank.d179.s8|21-26|Aralen|drug
DDI-DrugBank.d179.s8|101-106|Aralen|drug
DDI-DrugBank.d179.s8|128-136|Atromid-S|group
DDI-DrugBank.d179.s10|22-31|Cerubidine|drug
DDI-DrugBank.d179.s10|37-48|daunorubicin|drug_n
DDI-DrugBank.d179.s10|229-242|anticoagulants|group
DDI-DrugBank.d179.s10|248-264|antifungal agents|group
DDI-DrugBank.d179.s10|397-406|cytarabine|drug
DDI-DrugBank.d179.s10|412-421|idarubicin|drug
DDI-DrugBank.d179.s10|449-498|autologous hematopoietic stem cell transplantation|group
DDI-DrugBank.d179.s10|713-734|acute myeloid leukemia|group
DDI-DrugBank.d179.s10|740-767|acute mixed lineage leukemia|group
DDI-DrugBank.d179.s14|20-26|Tegison|brand
DDI-DrugBank.d179.s15|41-57|antifungal agents|group
DDI-DrugBank.d179.s15|105-117|Amfotericin B|brand
DDI-DrugBank.d179.s15|157-168|glutethimide|drug
DDI-DrugBank.d179.s15|209-225|clostridium toxin|drug_n
DDI-DrugBank.d179.s18|20-25|Trexan|brand
DDI-DrugBank.d179.s18|81-86|Trexan|drug
DDI-DrugBank.d179.s18|124-133|naltrexone|drug_n
DDI-DrugBank.d179.s18|203-208|Trexan|brand
DDI-DrugBank.d179.s18|246-255|naltrexone|drug
DDI-DrugBank.d179.s18|325-330|Trexan|drug
DDI-DrugBank.d179.s18|368-377|naltrexone|drug_n
DDI-DrugBank.d179.s18|447-452|Trexan|brand
DDI-DrugBank.d179.s18|508-513|Trexan|drug
DDI-DrugBank.d179.s19|89-102|levonorgestrel|drug
DDI-DrugBank.d179.s19|108-115|estrogen|drug
DDI-DrugBank.d179.s19|238-251|levonorgestrel|drug
DDI-DrugBank.d179.s19|257-264|estrogen|drug
DDI-DrugBank.d179.s19|387-400|levonorgestrel|drug
DDI-DrugBank.d179.s19|406-413|estrogen|drug
DDI-DrugBank.d179.s19|536-549|levonorgestrel|drug
DDI-DrugBank.d179.s19|555-562|estrogen|drug
DDI-DrugBank.d179.s19|685-698|levonorgestrel|drug
DDI-DrugBank.d179.s19|704-711|estrogen|drug
DDI-DrugBank.d179.s19|834-847|levonorgestrel|drug
DDI-DrugBank.d179.s23|23-30|Depakene|brand
DDI-DrugBank.d179.s25|13-24|trimethoprim|drug
DDI-DrugBank.d179.s30|19-26|Quinidex|drug
DDI-DrugBank.d179.s30|32-45|anticoagulants|group
DDI-DrugBank.d179.s30|48-64|clostridium toxin|drug_n
DDI-DrugBank.d179.s30|70-81|glutethimide|drug
DDI-DrugBank.d179.s30|86-96|propranolol|brand
DDI-DrugBank.d179.s30|137-154|acetilsalicic acid|drug
DDI-DrugBank.d179.s30|211-221|amphetamine|drug_n
DDI-DrugBank.d179.s30|226-240|antidepressants|group
DDI-DrugBank.d179.s30|245-257|amitriptyline|drug
DDI-DrugBank.d179.s30|262-272|amphetamine|drug_n
DDI-DrugBank.d179.s30|277-293|antifungal agents|group
DDI-DrugBank.d179.s30|298-307|flutocasol|drug
DDI-DrugBank.d179.s30|358-364|aspirin|brand
DDI-DrugBank.d179.s30|369-380|glutethimide|drug_n
DDI-DrugBank.d179.s30|437-454|acetilsalicic acid|drug
DDI-DrugBank.d179.s30|494-507|anticoagulants|group
DDI-DrugBank.d179.s31|29-35|quinine|drug
DDI-DrugBank.d179.s31|172-178|quinine|drug_n
DDI-DrugBank.d179.s31|199-219|quinolone antibiotics|group
DDI-DrugBank.d179.s31|259-267|quinolone|brand
DDI-DrugBank.d179.s31|307-315|quinolone|drug_n
DDI-DrugBank.d179.s32|19-25|Diasone|drug
DDI-DrugBank.d179.s32|31-47|antifungal agents|group
DDI-DrugBank.d179.s32|63-78|oral candidiasis|group
DDI-DrugBank.d179.s32|83-93|oral thrush|group
DDI-DrugBank.d179.s32|96-102|Diasone|brand
DDI-DrugBank.d179.s32|107-110|used|group
DDI-DrugBank.d179.s32|121-136|oral candidiasis|group
DDI-DrugBank.d179.s32|141-151|oral thrush|group
DDI-DrugBank.d179.s32|163-169|Candida|group
DDI-DrugBank.d179.s32|230-233|used|group
DDI-DrugBank.d179.s32|244-251|seizures|group
DDI-DrugBank.d179.s32|269-284|febrile seizures|group
DDI-DrugBank.d179.s32|293-301|pregnancy|group
DDI-DrugBank.d179.s32|350-353|used|group
DDI-DrugBank.d179.s32|364-375|gas gangrene|group
DDI-DrugBank.d179.s32|431-434|used|group
DDI-DrugBank.d179.s32|445-449|sleep|group
DDI-DrugBank.d179.s32|521-524|used|group
DDI-DrugBank.d179.s35|18-25|Peganone|brand
DDI-DrugBank.d179.s35|31-38|ethotoin|drug_n
DDI-DrugBank.d179.s36|21-29|Mesantoin|brand
DDI-DrugBank.d179.s37|60-75| <brand> <drug> |group
DDI-DrugBank.d179.s37|64-71| <drug> |brand
DDI-DrugBank.d179.s37|67-67| |drug
DDI-DrugBank.d179.s38|2-13|Methotrexate|drug
DDI-DrugBank.d179.s38|22-27|Mexate|brand
DDI-DrugBank.d179.s38|37-48|Methotrexate|drug
DDI-DrugBank.d179.s38|156-167|Methotrexate|drug
DDI-DrugBank.d179.s40|19-26|Dilantin|drug
DDI-DrugBank.d639.s0|0-5|SUTENT|drug
DDI-DrugBank.d639.s0|7-16|nelfinavir|drug
DDI-DrugBank.d639.s0|18-29|ketoconazole|drug
DDI-DrugBank.d639.s0|31-39|ritonavir|drug
DDI-DrugBank.d639.s0|41-54|clarithromycin|drug
DDI-DrugBank.d639.s0|56-65|atazanavir|drug
DDI-DrugBank.d639.s0|67-75|indinavir|drug
DDI-DrugBank.d639.s0|77-86|nefazodone|drug
DDI-DrugBank.d639.s0|88-100|telithromycin|drug
DDI-DrugBank.d639.s0|102-113|voriconizole|drug
DDI-DrugBank.d639.s0|115-120|SUTENT|drug
DDI-DrugBank.d639.s0|122-131|nelfinavir|drug
DDI-DrugBank.d639.s0|133-138|SUTENT|drug
DDI-DrugBank.d639.s0|140-151|itraconazole|drug
DDI-DrugBank.d639.s0|153-166|clarithromycin|drug
DDI-DrugBank.d639.s0|168-173|SUTENT|drug
DDI-DrugBank.d639.s0|175-184|nelfinavir|drug
DDI-DrugBank.d639.s0|186-191|SUTENT|drug
DDI-DrugBank.d639.s0|193-202|atazanavir|drug
DDI-DrugBank.d639.s0|204-212|indinavir|drug
DDI-DrugBank.d639.s0|214-219|SUTENT|drug
DDI-DrugBank.d639.s0|221-230|nelfinavir|drug
DDI-DrugBank.d639.s0|232-237|SUTENT|drug
DDI-DrugBank.d639.s0|239-247|ritonavir|drug
DDI-DrugBank.d639.s0|249-254|SUTENT|drug
DDI-DrugBank.d639.s0|256-269|clarithromycin|drug
DDI-DrugBank.d639.s0|271-276|SUTENT|drug
DDI-DrugBank.d639.s0|278-287|nelfinavir|drug
DDI-DrugBank.d639.s1|54-59|SUTENT|drug
DDI-DrugBank.d639.s2|0-8|Sunitinib|drug
DDI-DrugBank.d639.s2|10-23|anticoagulants|group
DDI-DrugBank.d639.s2|25-30|SUTENT|drug_n
DDI-DrugBank.d639.s2|32-44|dexamethasone|drug
DDI-DrugBank.d639.s2|46-54|phenytoin|drug
DDI-DrugBank.d639.s2|56-68|carbamazepine|drug
DDI-DrugBank.d639.s2|70-77|rifampin|drug
DDI-DrugBank.d639.s2|79-87|rifabutin|drug
DDI-DrugBank.d639.s2|89-98|rifapentin|drug
DDI-DrugBank.d639.s2|100-112|phenobarbital|drug
DDI-DrugBank.d639.s2|170-178|Sunitinib|drug
DDI-DrugBank.d639.s4|0-9|Johns Wort|drug
DDI-DrugBank.d639.s4|24-29|SUTENT|drug
DDI-DrugBank.d639.s6|0-9|Johns Wort|drug
DDI-DrugBank.d639.s7|0-5|SUTENT|drug
DDI-DrugBank.d723.s0|39-60|acetylcholine chloride|drug
DDI-DrugBank.d723.s0|63-69|Miochol|brand
DDI-DrugBank.d723.s0|76-84|carbachol|drug
DDI-DrugBank.d723.s0|87-95|Carboptic|brand
DDI-DrugBank.d723.s0|98-113|Isopto Carbachol|brand
DDI-DrugBank.d704.s2|40-49|cimetidine|drug
DDI-DrugBank.d704.s4|0-21|acetylaminophenoxylate|drug
DDI-DrugBank.d704.s4|27-36|benzocaine|drug
DDI-DrugBank.d704.s6|87-100|anticoagulants|group
DDI-DrugBank.d704.s6|114-119|FLOMAX|brand
DDI-DrugBank.d658.s0|32-56|<drug>testolactone</drug>|group
DDI-DrugBank.d658.s0|32-43|testolactone|drug
DDI-DrugBank.d658.s1|0-12|anticoagulant|drug
DDI-DrugBank.d658.s2|0-11|testolactone|drug
DDI-DrugBank.d658.s2|13-21|estradiol|drug
DDI-DrugBank.d658.s2|23-37|17-ketosteroids|drug
DDI-DrugBank.d658.s2|39-45|creatin|drug
DDI-DrugBank.d658.s2|47-75|plasma calcium concentrations|drug
DDI-DrugBank.d658.s2|77-101|24-hour urinary excretion|drug
DDI-DrugBank.d658.s2|103-114|testolactone|drug
DDI-DrugBank.d658.s2|116-124|estradiol|drug
DDI-DrugBank.d658.s2|126-140|17-ketosteroids|drug
DDI-DrugBank.d658.s2|142-148|creatin|drug
DDI-DrugBank.d658.s2|150-178|plasma calcium concentrations|drug
DDI-DrugBank.d658.s2|180-204|24-hour urinary excretion|drug
DDI-DrugBank.d658.s2|206-217|testolactone|drug
DDI-DrugBank.d658.s2|219-227|estradiol|drug
DDI-DrugBank.d658.s2|229-243|17-ketosteroids|drug
DDI-DrugBank.d658.s2|245-251|creatin|drug
DDI-DrugBank.d658.s2|253-281|plasma calcium concentrations|drug
DDI-DrugBank.d658.s2|283-307|24-hour urinary excretion|drug
DDI-DrugBank.d658.s2|309-320|testosterone|drug_n
DDI-DrugBank.d658.s2|322-329|estrogen|drug_n
DDI-DrugBank.d658.s2|331-342|progesterone|drug_n
DDI-DrugBank.d658.s2|344-351|estrogen|drug_n
DDI-DrugBank.d658.s2|353-364|testosterone|drug_n
DDI-DrugBank.d658.s2|366-373|estrogen|drug_n
DDI-DrugBank.d658.s2|375-386|progesterone|drug_n
DDI-DrugBank.d766.s0|220-231|metabolizing|drug
DDI-DrugBank.d766.s0|240-245|system|drug
DDI-DrugBank.d766.s0|252-263|trimetrexate|drug
DDI-DrugBank.d766.s0|268-278|metabolized|drug
DDI-DrugBank.d766.s0|297-304|inducers|group
DDI-DrugBank.d766.s0|309-318|inhibitors|group
DDI-DrugBank.d766.s0|333-344|metabolizing|brand
DDI-DrugBank.d766.s0|353-357|toxin|drug_n
DDI-DrugBank.d766.s0|425-436|trimetrexate|drug
DDI-DrugBank.d766.s1|0-11|trimetrexate|drug
DDI-DrugBank.d766.s1|13-24|erythromycin|drug
DDI-DrugBank.d766.s1|26-33|rifampin|drug
DDI-DrugBank.d766.s1|35-43|rifabutin|drug
DDI-DrugBank.d766.s1|45-56|ketoconazole|drug
DDI-DrugBank.d766.s1|58-68|fluconazole|drug
DDI-DrugBank.d766.s2|56-65|cimetidine|drug
DDI-DrugBank.d766.s2|101-112|trimetrexate|drug
DDI-DrugBank.d766.s2|134-146|acetaminophen|drug
DDI-DrugBank.d766.s2|186-197|trimetrexate|drug
DDI-DrugBank.d766.s3|38-73|nitrogen substituted imidazole drugs|drug
DDI-DrugBank.d766.s3|159-170|trimetrexate|drug
DDI-DrugBank.d766.s4|24-41|acetilsalicic acid|drug
DDI-DrugBank.d766.s4|44-55|glutethimide|drug
DDI-DrugBank.d766.s4|58-74|clostridium toxin|drug
DDI-DrugBank.d766.s4|80-85|heroin|drug_n
DDI-DrugBank.d328.s2|0-9|valdecoxib|drug
DDI-DrugBank.d328.s2|23-32|valdecoxib|drug
DDI-DrugBank.d328.s4|39-45|aspirin|drug
DDI-DrugBank.d328.s7|14-23|Valdecoxib|drug
DDI-DrugBank.d328.s7|114-125|Methotrexate|drug
DDI-DrugBank.d328.s8|87-100|ACE-inhibitors|group
DDI-DrugBank.d328.s8|109-117|captopril|drug
DDI-DrugBank.d328.s8|123-132|lisinopril|drug
DDI-DrugBank.d328.s9|0-13|ACE-inhibitors|drug
DDI-DrugBank.d328.s9|95-108|ACE-inhibitors|drug
DDI-DrugBank.d328.s9|190-203|ACE-inhibitors|drug
DDI-DrugBank.d328.s9|285-298|ACE-inhibitors|drug
DDI-DrugBank.d328.s9|380-393|ACE-inhibitors|drug
DDI-DrugBank.d328.s9|475-488|ACE-inhibitors|drug
DDI-DrugBank.d328.s9|570-583|ACE-inhibitors|drug
DDI-DrugBank.d328.s9|665-678|ACE-inhibitors|drug
DDI-DrugBank.d328.s10|86-99|anticoagulants|group
DDI-DrugBank.d328.s10|102-118|antifungal agents|group
DDI-DrugBank.d328.s10|125-148|anti-inflammatory agents|group
DDI-DrugBank.d328.s11|0-12|prostaglandin|drug
DDI-DrugBank.d328.s12|29-43|Anticonvulsants|group
DDI-DrugBank.d328.s12|46-54|Phenytoin|drug
DDI-DrugBank.d328.s12|58-105|Steady state plasma exposure (AUC) of valdecoxib|drug
DDI-DrugBank.d328.s12|108-128|40 mg BID for 12 days|drug_n
DDI-DrugBank.d328.s12|132-146|Anticonvulsants|group
DDI-DrugBank.d328.s12|149-157|Phenytoin|drug
DDI-DrugBank.d328.s12|161-194|Steady state plasma exposure (AUC)|group
DDI-DrugBank.d328.s12|197-213|AUC of valdecoxib|drug_n
DDI-DrugBank.d328.s12|217-219|was|group
DDI-DrugBank.d328.s12|269-272|when|group
DDI-DrugBank.d328.s12|274-288|co-administered|drug_n
DDI-DrugBank.d328.s12|337-345|Phenytoin|drug
DDI-DrugBank.d328.s13|31-40|valdecoxib|drug
DDI-DrugBank.d328.s13|104-112|phenytoin|drug_n
DDI-DrugBank.d328.s15|0-75|Drug interaction studies with other anticonvulsants have not been conducted.|drug
DDI-DrugBank.d328.s18|22-31|valdecoxib|drug
DDI-DrugBank.d328.s18|158-167|valdecoxib|drug
DDI-DrugBank.d328.s20|9-18|Valdecoxib|drug
DDI-DrugBank.d328.s21|98-103|BEXTRA|drug
DDI-DrugBank.d328.s22|0-16|Lithium carbonate|drug
DDI-DrugBank.d328.s22|19-35|Lithium carbonate|drug
DDI-DrugBank.d328.s22|83-99|Lithium carbonate|drug
DDI-DrugBank.d328.s22|102-118|Lithium carbonate|drug
DDI-DrugBank.d328.s22|432-448|Lithium carbonate|drug
DDI-DrugBank.d328.s22|451-467|Lithium carbonate|drug
DDI-DrugBank.d328.s22|515-531|Lithium carbonate|drug
DDI-DrugBank.d328.s22|534-550|Lithium carbonate|drug
DDI-DrugBank.d328.s24|78-85|warfarin|drug
DDI-DrugBank.d328.s24|91-98|warfarin|drug
DDI-DrugBank.d328.s24|203-210|warfarin|drug
DDI-DrugBank.d328.s26|114-119|BEXTRA|drug
DDI-DrugBank.d328.s27|0-10|Fluconazole|drug
DDI-DrugBank.d328.s27|16-27|Ketoconazole|drug
DDI-DrugBank.d328.s27|30-117|Ketoconazole and fluconazole are predominantly CYP 3A4 and 2C9 inhibitors, respectively.|group
DDI-DrugBank.d328.s28|0-9|valdecoxib|drug
DDI-DrugBank.d328.s28|11-17|ketofen|drug
DDI-DrugBank.d328.s28|19-30|ketoconazole|drug
DDI-DrugBank.d328.s28|32-42|fluconazole|drug
DDI-DrugBank.d328.s30|0-8|Glyburide|drug
DDI-DrugBank.d328.s30|11-19|Glyburide|drug
DDI-DrugBank.d328.s31|20-29|valdecoxib|drug
DDI-DrugBank.d328.s32|0-9|valdecoxib|drug
DDI-DrugBank.d328.s32|207-215|glyburide|drug
DDI-DrugBank.d328.s32|321-330|valdecoxib|drug
DDI-DrugBank.d328.s32|528-536|glyburide|drug
DDI-DrugBank.d328.s33|20-29|valdecoxib|drug
DDI-DrugBank.d328.s34|0-6|Insulin|drug
DDI-DrugBank.d328.s39|0-9|valdecoxib|drug
DDI-DrugBank.d328.s39|11-20|omeprazole|drug
DDI-DrugBank.d328.s39|22-31|valdecoxib|drug
DDI-DrugBank.d328.s39|33-42|omeprazole|drug
DDI-DrugBank.d328.s40|0-9|omeprazole|drug
DDI-DrugBank.d328.s40|15-24|valdecoxib|drug
DDI-DrugBank.d328.s40|122-131|omeprazole|drug
DDI-DrugBank.d328.s40|137-146|valdecoxib|drug
DDI-DrugBank.d328.s42|20-29|valdecoxib|drug
DDI-DrugBank.d328.s42|63-72|omeprazole|drug
DDI-DrugBank.d328.s43|21-30|Valdecoxib|drug
DDI-DrugBank.d328.s44|20-29|valdecoxib|drug
DDI-DrugBank.d328.s45|154-167|contraceptives|drug
DDI-DrugBank.d328.s45|170-177|estrogen|drug
DDI-DrugBank.d328.s45|180-188|progestin|drug
DDI-DrugBank.d328.s45|191-204|<drug>implants|group
DDI-DrugBank.d328.s45|201-211|<drug>patch|group
DDI-DrugBank.d328.s45|208-217|<drug>ring|group
DDI-DrugBank.d328.s45|214-223|<drug>shot|group
DDI-DrugBank.d328.s45|220-229|<drug>pill|group
DDI-DrugBank.d328.s45|226-236|<drug>patch|group
DDI-DrugBank.d328.s45|233-245|<drug>implant|group
DDI-DrugBank.d328.s45|242-251|<drug>shot|group
DDI-DrugBank.d328.s45|248-257|<drug>pill|group
DDI-DrugBank.d328.s45|254-264|<drug>patch|group
DDI-DrugBank.d328.s45|261-270|<drug>ring|group
DDI-DrugBank.d328.s45|267-279|<drug>implant|group
DDI-DrugBank.d328.s45|276-285|<drug>shot|group
DDI-DrugBank.d328.s45|282-291|<drug>pill|group
DDI-DrugBank.d328.s45|288-298|<drug>patch|group
DDI-DrugBank.d328.s45|295-304|<drug>ring|group
DDI-DrugBank.d328.s45|301-313|<drug>implant|group
DDI-DrugBank.d328.s45|310-319|<drug>shot|group
DDI-DrugBank.d328.s45|316-325|<drug>pill|group
DDI-DrugBank.d328.s45|322-332|<drug>patch|group
DDI-DrugBank.d328.s45|329-338|<drug>ring|group
DDI-DrugBank.d328.s47|0-7|Diazepam|drug
DDI-DrugBank.d328.s47|10-17|Diazepam|drug
DDI-DrugBank.d328.s49|236-243|diazepam|drug
DDI-DrugBank.d328.s50|0-4|acids|drug
DDI-DrugBank.d328.s50|6-17|glutethimide|drug
DDI-DrugBank.d328.s50|19-32|salicylic acid|drug
DDI-DrugBank.d782.s0|70-84|blood dyscrasia|group
DDI-DrugBank.d782.s0|127-149|bone marrow depressants|group
DDI-DrugBank.d782.s0|205-221|radiation therapy|group
DDI-DrugBank.d782.s0|254-275|neurotoxic medications|group
DDI-DrugBank.d782.s0|310-318|phenytoin|drug
DDI-DrugBank.d782.s0|353-371|live virus vaccines|group
DDI-DrugBank.d782.s0|526-536|mitomycin-C|drug_n
DDI-DrugBank.d782.s0|588-608|killed virus vaccines|group
DDI-DrugBank.d759.s0|99-112|anticoagulants|group
