DDI-MedLine.d48.s3|0-20|Diethyl pyrocarbonate|drug_n
DDI-DrugBank.d694.s1|19-25|digoxin|drug
DDI-DrugBank.d694.s1|63-69|digoxin|drug
DDI-DrugBank.d694.s1|119-125|digoxin|drug
DDI-DrugBank.d694.s1|132-142|clopidogrel|drug
DDI-DrugBank.d694.s1|174-180|digoxin|drug
DDI-DrugBank.d694.s1|197-203|digoxin|drug
DDI-DrugBank.d694.s1|418-424|digoxin|drug
DDI-DrugBank.d694.s1|431-441|clopidogrel|drug
DDI-DrugBank.d694.s1|485-491|digoxin|drug
DDI-DrugBank.d694.s1|512-522|clopidogrel|drug
DDI-DrugBank.d694.s1|571-577|digoxin|drug
DDI-DrugBank.d694.s1|644-650|digoxin|drug
DDI-DrugBank.d694.s1|694-700|digoxin|drug
DDI-DrugBank.d694.s2|24-30|digoxin|drug
DDI-DrugBank.d694.s2|35-41|JANUVIA|brand
DDI-DrugBank.d65.s0|0-12|Sulfacetamide|drug
DDI-DrugBank.d65.s0|49-54|silver|drug
DDI-DrugBank.d179.s1|0-12|Sulfapyridine|drug
DDI-DrugBank.d179.s1|56-68|Acetaminophen|drug
DDI-DrugBank.d179.s1|77-83|Tylenol|brand
DDI-DrugBank.d179.s2|2-11|Amiodarone|drug
DDI-DrugBank.d179.s2|20-28|Cordarone|brand
DDI-DrugBank.d179.s2|34-43|Amiodarone|drug
DDI-DrugBank.d179.s2|52-60|Cordarone|brand
DDI-DrugBank.d179.s2|66-77|Ethosuximide|drug
DDI-DrugBank.d179.s2|82-90|Silimarin|drug
DDI-DrugBank.d179.s2|95-101|Digoxin|drug
DDI-DrugBank.d179.s2|106-116|Propranolol|drug
DDI-DrugBank.d179.s2|121-130|Nifedipine|drug
DDI-DrugBank.d179.s2|135-144|Bisoprolol|drug
DDI-DrugBank.d179.s2|149-158|Carvedilol|drug
DDI-DrugBank.d179.s2|163-174|Phentolamine|drug
DDI-DrugBank.d179.s2|179-191|Nitroprusside|drug
DDI-DrugBank.d179.s2|196-208|Propantheline|drug
DDI-DrugBank.d179.s2|213-225|Isoproterenol|drug
DDI-DrugBank.d179.s2|230-239|Metoprolol|drug
DDI-DrugBank.d179.s2|244-254|Propranolol|drug
DDI-DrugBank.d179.s2|259-274|Phenyltolazoline|drug
DDI-DrugBank.d179.s2|279-287|Terazosin|drug
DDI-DrugBank.d179.s2|292-302|Hydralazine|drug
DDI-DrugBank.d179.s2|307-315|Labetalol|drug
DDI-DrugBank.d179.s2|320-328|Clonidine|drug
DDI-DrugBank.d179.s2|333-337|Imdur|drug
DDI-DrugBank.d179.s3|2-18|Anabolic steroids|group
DDI-DrugBank.d179.s3|21-30|nandrolone|drug
DDI-DrugBank.d179.s3|50-60|oxandrolone|drug
DDI-DrugBank.d179.s3|78-89|oxymetholone|drug
DDI-DrugBank.d179.s3|98-104|Anadrol|drug
DDI-DrugBank.d179.s3|108-117|stanozolol|drug
DDI-DrugBank.d179.s3|126-133|Winstrol|drug
DDI-DrugBank.d179.s3|140-156|anabolic steroids|group
DDI-DrugBank.d179.s3|159-168|nandrolone|drug
DDI-DrugBank.d179.s3|177-184|Anabolin|brand
DDI-DrugBank.d179.s3|188-198|oxandrolone|drug
DDI-DrugBank.d179.s3|207-212|Anavar|brand
DDI-DrugBank.d179.s3|216-227|oxymetholone|drug
DDI-DrugBank.d179.s3|236-242|Anadrol|drug
DDI-DrugBank.d179.s3|246-255|stanozolol|drug
DDI-DrugBank.d179.s3|264-271|Winstrol|brand
DDI-DrugBank.d179.s3|278-294|anabolic steroids|drug
DDI-DrugBank.d179.s3|297-306|nandrolone|drug
DDI-DrugBank.d179.s3|315-322|Anabolin|brand
DDI-DrugBank.d179.s3|326-336|oxandrolone|drug
DDI-DrugBank.d179.s3|345-350|Anavar|brand
DDI-DrugBank.d179.s4|2-10|Androgens|group
DDI-DrugBank.d179.s4|13-25|male hormones|group
DDI-DrugBank.d179.s4|31-38|androgen|group
DDI-DrugBank.d179.s4|44-51|androgen|group
DDI-DrugBank.d179.s4|57-64|androgen|group
DDI-DrugBank.d179.s4|70-77|androgen|group
DDI-DrugBank.d179.s4|83-90|androgen|group
DDI-DrugBank.d179.s4|96-103|androgen|group
DDI-DrugBank.d179.s4|109-116|androgen|group
DDI-DrugBank.d179.s4|122-129|androgen|group
DDI-DrugBank.d179.s4|135-142|androgen|group
DDI-DrugBank.d179.s4|148-155|androgen|group
DDI-DrugBank.d179.s4|161-168|androgen|group
DDI-DrugBank.d179.s4|174-181|androgen|group
DDI-DrugBank.d179.s4|187-194|androgen|group
DDI-DrugBank.d179.s4|200-207|androgen|group
DDI-DrugBank.d179.s4|213-220|androgen|group
DDI-DrugBank.d179.s4|226-233|androgen|group
DDI-DrugBank.d179.s4|239-246|androgen|group
DDI-DrugBank.d179.s4|252-259|androgen|group
DDI-DrugBank.d179.s4|265-272|androgen|group
DDI-DrugBank.d179.s4|278-285|androgen|group
DDI-DrugBank.d179.s4|291-298|androgen|group
DDI-DrugBank.d179.s4|304-311|androgen|group
DDI-DrugBank.d179.s4|317-324|androgen|group
DDI-DrugBank.d179.s4|330-337|androgen|group
DDI-DrugBank.d179.s4|343-350|androgen|group
DDI-DrugBank.d179.s4|356-363|androgen|group
DDI-DrugBank.d179.s5|2-19|Antithyroid agents|group
DDI-DrugBank.d179.s6|2-14|Carbamazepine|drug
DDI-DrugBank.d179.s6|23-30|Tegretol|brand
DDI-DrugBank.d179.s7|2-11|Carmustine|drug
DDI-DrugBank.d179.s7|20-24|BiCNU|drug
DDI-DrugBank.d179.s7|30-39|carmustine|drug
DDI-DrugBank.d179.s7|48-52|BiCNU|drug
DDI-DrugBank.d179.s7|58-67|carmustine|drug
DDI-DrugBank.d179.s7|76-80|BiCNU|drug
DDI-DrugBank.d179.s7|86-95|carmustine|drug
DDI-DrugBank.d179.s7|104-108|BiCNU|drug
DDI-DrugBank.d179.s7|114-123|carmustine|drug
DDI-DrugBank.d179.s7|132-136|BiCNU|drug
DDI-DrugBank.d179.s7|142-151|carmustine|drug
DDI-DrugBank.d179.s7|160-164|BiCNU|drug
DDI-DrugBank.d179.s7|170-179|carmustine|drug
DDI-DrugBank.d179.s7|188-192|BiCNU|drug
DDI-DrugBank.d179.s7|198-207|carmustine|drug
DDI-DrugBank.d179.s7|216-220|BiCNU|drug
DDI-DrugBank.d179.s7|226-235|carmustine|drug
DDI-DrugBank.d179.s7|244-248|BiCNU|drug
DDI-DrugBank.d179.s7|254-263|carmustine|drug
DDI-DrugBank.d179.s7|272-276|BiCNU|drug
DDI-DrugBank.d179.s7|282-291|carmustine|drug
DDI-DrugBank.d179.s7|300-304|BiCNU|drug
DDI-DrugBank.d179.s8|2-12|Chloroquine|drug
DDI-DrugBank.d179.s8|21-26|Aralan|brand
DDI-DrugBank.d179.s8|32-42|Chloroquine|drug
DDI-DrugBank.d179.s8|51-56|Aralen|brand
DDI-DrugBank.d179.s8|62-71|Cinchonine|drug
DDI-DrugBank.d179.s8|80-91|Procainamide|brand
DDI-DrugBank.d179.s8|97-106|Cinchonine|drug
DDI-DrugBank.d179.s8|115-123|Quinidine|brand
DDI-DrugBank.d179.s8|129-137|quinidine|drug
DDI-DrugBank.d179.s8|146-157|Procainamide|brand
DDI-DrugBank.d179.s8|163-171|quinidine|drug
DDI-DrugBank.d179.s8|180-188|Quinidine|brand
DDI-DrugBank.d179.s8|194-202|quinidine|drug
DDI-DrugBank.d179.s8|211-222|Procainamide|brand
DDI-DrugBank.d179.s8|228-239|procainamide|drug
DDI-DrugBank.d179.s8|248-256|Quinidine|brand
DDI-DrugBank.d179.s8|262-270|quinidine|drug
DDI-DrugBank.d179.s8|279-290|Procainamide|brand
DDI-DrugBank.d179.s8|296-307|procainamide|drug
DDI-DrugBank.d179.s8|316-324|Quinidine|brand
DDI-DrugBank.d179.s8|330-338|quinidine|drug
DDI-DrugBank.d179.s8|347-358|Procainamide|brand
DDI-DrugBank.d179.s9|2-11|Dantrolene|drug
DDI-DrugBank.d179.s9|20-27|Dantrium|brand
DDI-DrugBank.d179.s9|33-49|Dantrolene Sodium|drug
DDI-DrugBank.d179.s9|54-70|Dantrolene Sodium|drug
DDI-DrugBank.d179.s9|75-84|Dantrolene|drug
DDI-DrugBank.d179.s9|93-100|Dantrium|brand
DDI-DrugBank.d179.s9|106-122|Dantrolene Sodium|drug
DDI-DrugBank.d179.s9|127-143|Dantrolene Sodium|drug
DDI-DrugBank.d179.s9|148-157|Dantrolene|drug
DDI-DrugBank.d179.s9|166-173|Dantrium|brand
DDI-DrugBank.d179.s9|179-195|Dantrolene Sodium|drug
DDI-DrugBank.d179.s9|200-216|Dantrolene Sodium|drug
DDI-DrugBank.d179.s9|221-230|Dantrolene|drug
DDI-DrugBank.d179.s9|239-246|Dantrium|brand
DDI-DrugBank.d179.s9|252-268|Dantrolene Sodium|drug
DDI-DrugBank.d179.s9|273-289|Dantrolene Sodium|drug
DDI-DrugBank.d179.s9|294-303|Dantrolene|drug
DDI-DrugBank.d179.s9|312-319|Dantrium|brand
DDI-DrugBank.d179.s9|325-341|Dantrolene Sodium|drug
DDI-DrugBank.d179.s9|346-362|Dantrolene Sodium|drug
DDI-DrugBank.d179.s9|367-376|Dantrolene|drug
DDI-DrugBank.d179.s9|385-392|Dantrium|brand
DDI-DrugBank.d179.s10|2-13|Daunorubicin|drug
DDI-DrugBank.d179.s10|22-31|Cerubidine|brand
DDI-DrugBank.d179.s10|37-47|doxorubicin|drug
DDI-DrugBank.d179.s10|56-65|Cerubidine|brand
DDI-DrugBank.d179.s10|71-81|doxorubicin|drug
DDI-DrugBank.d179.s10|90-99|Cerubidine|brand
DDI-DrugBank.d179.s10|105-115|doxorubicin|drug
DDI-DrugBank.d179.s10|124-133|Cerubidine|brand
DDI-DrugBank.d179.s10|139-149|doxorubicin|drug
DDI-DrugBank.d179.s10|158-167|Cerubidine|brand
DDI-DrugBank.d179.s10|173-183|doxorubicin|drug
DDI-DrugBank.d179.s10|192-201|Cerubidine|brand
DDI-DrugBank.d179.s10|207-217|doxorubicin|drug
DDI-DrugBank.d179.s10|226-235|Cerubidine|brand
DDI-DrugBank.d179.s10|241-251|doxorubicin|drug
DDI-DrugBank.d179.s10|260-269|Cerubidine|brand
DDI-DrugBank.d179.s10|275-285|doxorubicin|drug
DDI-DrugBank.d179.s10|294-303|Cerubidine|brand
DDI-DrugBank.d179.s10|309-319|doxorubicin|drug
DDI-DrugBank.d179.s10|328-337|Cerubidine|brand
DDI-DrugBank.d179.s10|343-353|doxorubicin|drug
DDI-DrugBank.d179.s11|2-11|Disulfiram|drug
DDI-DrugBank.d179.s11|20-27|Antabuse|brand
DDI-DrugBank.d179.s11|33-42|Disulfiram|drug
DDI-DrugBank.d179.s11|45-48|e.g.|brand
DDI-DrugBank.d179.s11|51-58|Antabuse|brand
DDI-DrugBank.d179.s11|75-53||drug
DDI-DrugBank.d179.s11|85-69||drug
DDI-DrugBank.d179.s11|91-98|Naloxone|brand
DDI-DrugBank.d179.s11|115-75||drug
DDI-DrugBank.d179.s11|129-86||drug
DDI-DrugBank.d179.s11|135-106||drug
DDI-DrugBank.d179.s11|163-112||drug
DDI-DrugBank.d179.s11|178-126||drug
DDI-DrugBank.d179.s11|184-127||drug
DDI-DrugBank.d179.s11|213-148||drug
DDI-DrugBank.d179.s11|226-154||drug
DDI-DrugBank.d179.s11|232-169||drug
DDI-DrugBank.d179.s11|259-170||drug
DDI-DrugBank.d179.s11|275-189||drug
DDI-DrugBank.d179.s11|281-195||drug
DDI-DrugBank.d179.s11|311-208||drug
DDI-DrugBank.d179.s11|323-209||drug
DDI-DrugBank.d179.s11|329-231||drug
DDI-DrugBank.d179.s12|2-11|Divalproex|drug
DDI-DrugBank.d179.s12|20-27|Depakote|brand
DDI-DrugBank.d179.s12|33-49|Dextroamphetamine|drug
DDI-DrugBank.d179.s12|58-63|Prozac|brand
DDI-DrugBank.d179.s12|69-79|Sibutramine|drug
DDI-DrugBank.d179.s12|88-94|Meridia|brand
DDI-DrugBank.d179.s12|100-109|Esketamine|drug
DDI-DrugBank.d179.s12|118-124|Ketalar|brand
DDI-DrugBank.d179.s12|130-137|Caffeine|drug
DDI-DrugBank.d179.s12|142-149|Nicotine|drug
DDI-DrugBank.d179.s12|154-161|Nicotine|drug
DDI-DrugBank.d179.s12|170-175|Sodium|drug
DDI-DrugBank.d179.s12|206-217|lansoprazole|drug
DDI-DrugBank.d179.s12|298-309|lansoprazole|drug
DDI-DrugBank.d179.s12|326-335|Imipramine|drug
DDI-DrugBank.d179.s12|340-364|Tricyclic Antidepressants|drug
DDI-DrugBank.d179.s12|373-380|Tofranil|brand
DDI-DrugBank.d179.s12|383-388|Elavil|brand
DDI-DrugBank.d179.s12|391-403|Amitryptiline|brand
DDI-DrugBank.d179.s12|406-412|Pamelor|brand
DDI-DrugBank.d179.s12|415-423|Surmontil|brand
DDI-DrugBank.d179.s12|426-433|Sarafilm|brand
DDI-DrugBank.d179.s13|2-10|Estrogens|group
DDI-DrugBank.d179.s13|13-27|female hormones|group
DDI-DrugBank.d179.s13|37-45|Estrogens|group
DDI-DrugBank.d179.s13|48-62|female hormones|group
DDI-DrugBank.d179.s13|72-80|Estrogens|group
DDI-DrugBank.d179.s13|83-97|female hormones|group
DDI-DrugBank.d179.s13|107-115|Estrogens|group
DDI-DrugBank.d179.s13|118-132|female hormones|group
DDI-DrugBank.d179.s13|142-150|Estrogens|group
DDI-DrugBank.d179.s13|153-167|female hormones|group
DDI-DrugBank.d179.s13|177-185|Estrogens|group
DDI-DrugBank.d179.s13|188-202|female hormones|group
DDI-DrugBank.d179.s13|212-220|Estrogens|group
DDI-DrugBank.d179.s13|223-237|female hormones|group
DDI-DrugBank.d179.s13|247-255|Estrogens|group
DDI-DrugBank.d179.s13|258-272|female hormones|group
DDI-DrugBank.d179.s13|282-290|Estrogens|group
DDI-DrugBank.d179.s13|293-307|female hormones|group
DDI-DrugBank.d179.s13|317-325|Estrogens|group
DDI-DrugBank.d179.s13|328-342|female hormones|group
DDI-DrugBank.d179.s13|352-360|Estrogens|group
DDI-DrugBank.d179.s13|363-377|female hormones|group
DDI-DrugBank.d179.s13|387-395|Estrogens|group
DDI-DrugBank.d179.s13|398-412|female hormones|group
DDI-DrugBank.d179.s14|2-11|Etretinate|drug
DDI-DrugBank.d179.s14|20-26|Tegison|brand
DDI-DrugBank.d179.s14|32-41|etretinate|drug
DDI-DrugBank.d179.s14|44-44|e|drug
DDI-DrugBank.d179.s14|73-47||drug
DDI-DrugBank.d179.s14|85-48||drug
DDI-DrugBank.d179.s14|114-62||drug
DDI-DrugBank.d179.s14|126-65||drug
DDI-DrugBank.d179.s14|155-74||drug
DDI-DrugBank.d179.s14|167-75||drug
DDI-DrugBank.d179.s14|196-89||drug
DDI-DrugBank.d179.s14|208-92||drug
DDI-DrugBank.d179.s14|237-101||drug
DDI-DrugBank.d179.s14|249-102||drug
DDI-DrugBank.d179.s14|278-116||drug
DDI-DrugBank.d179.s14|290-119||drug
DDI-DrugBank.d179.s14|319-128||drug
DDI-DrugBank.d179.s14|331-129||drug
DDI-DrugBank.d179.s14|360-143||drug
DDI-DrugBank.d179.s14|372-146||drug
DDI-DrugBank.d179.s14|401-155||drug
DDI-DrugBank.d179.s14|413-156||drug
DDI-DrugBank.d179.s15|2-5|Gold|drug
DDI-DrugBank.d179.s16|2-19|Hydroxychloroquine|drug
DDI-DrugBank.d179.s16|28-36|Plaquenil|brand
DDI-DrugBank.d179.s16|42-52|Clindamycin|drug
DDI-DrugBank.d179.s16|57-67|Doxycycline|drug
DDI-DrugBank.d179.s16|72-90|Cytochrome P450 3A4|drug
DDI-DrugBank.d179.s16|110-120|fluconazole|drug
DDI-DrugBank.d179.s16|123-134|cyclosporine|drug
DDI-DrugBank.d179.s16|137-146|fluoxetine|drug
DDI-DrugBank.d179.s16|149-159|fluvoxamine|drug
DDI-DrugBank.d179.s16|162-172|fluvoxamine|drug
DDI-DrugBank.d179.s16|175-182|warfarin|drug
DDI-DrugBank.d179.s16|185-195|fluconazole|drug
DDI-DrugBank.d179.s16|198-209|cyclosporine|drug
DDI-DrugBank.d179.s16|212-221|fluoxetine|drug
DDI-DrugBank.d179.s16|224-234|fluvoxamine|drug
DDI-DrugBank.d179.s16|237-244|warfarin|drug
DDI-DrugBank.d179.s16|247-257|fluconazole|drug
DDI-DrugBank.d179.s16|260-271|cyclosporine|drug
DDI-DrugBank.d179.s16|274-283|fluoxetine|drug
DDI-DrugBank.d179.s16|286-296|fluvoxamine|drug
DDI-DrugBank.d179.s16|299-306|warfarin|drug
DDI-DrugBank.d179.s16|309-319|fluconazole|drug
DDI-DrugBank.d179.s16|322-333|cyclosporine|drug
DDI-DrugBank.d179.s16|336-345|fluoxetine|drug
DDI-DrugBank.d179.s16|348-358|fluvoxamine|drug
DDI-DrugBank.d179.s17|2-15|Mercaptopurine|drug
DDI-DrugBank.d179.s17|24-33|Purinethol|brand
DDI-DrugBank.d179.s17|39-49|Thioguanine|drug
DDI-DrugBank.d179.s17|58-67|Cytarabine|brand
DDI-DrugBank.d179.s17|73-86|Natural Sulfur|drug
DDI-DrugBank.d179.s17|95-102|Ursodiol|brand
DDI-DrugBank.d179.s17|108-125|Dimethyl sulfoxide|drug
DDI-DrugBank.d179.s17|137-147|Glutathione|drug
DDI-DrugBank.d179.s17|152-160|D-glucose|drug
DDI-DrugBank.d179.s17|165-175|Allopurinol|drug
DDI-DrugBank.d179.s17|180-191|Tromethamine|drug
DDI-DrugBank.d179.s17|196-205|Thiouracil|drug
DDI-DrugBank.d179.s17|210-224|Thiosemic acids|drug
DDI-DrugBank.d179.s17|229-239|Glutathione|drug
DDI-DrugBank.d179.s17|279-257||drug
DDI-DrugBank.d179.s17|323-290||drug
DDI-DrugBank.d179.s17|372-297||drug
DDI-DrugBank.d179.s17|423-327||drug
DDI-DrugBank.d179.s18|2-11|Naltrexone|drug
DDI-DrugBank.d179.s18|20-25|Trexan|brand
DDI-DrugBank.d179.s19|7-20|contraceptives|group
DDI-DrugBank.d179.s19|55-62|estrogen|drug
DDI-DrugBank.d179.s20|8-22|anti-infectives|group
DDI-DrugBank.d179.s21|2-15|Phenothiazines|group
DDI-DrugBank.d179.s21|18-31|acetophenazine|drug
DDI-DrugBank.d179.s21|49-62|chlorpromazine|drug
DDI-DrugBank.d179.s21|83-94|fluphenazine|drug
DDI-DrugBank.d179.s21|114-125|mesoridazine|drug_n
DDI-DrugBank.d179.s21|145-156|perphenazine|drug
DDI-DrugBank.d179.s21|176-191|prochlorperazine|drug
DDI-DrugBank.d179.s21|212-220|promazine|drug
DDI-DrugBank.d179.s21|239-250|promethazine|drug
DDI-DrugBank.d179.s21|271-282|thioridazine|drug
DDI-DrugBank.d179.s21|302-316|trifluoperazine|drug
DDI-DrugBank.d179.s21|337-351|triflupromazine|drug_n
DDI-DrugBank.d179.s21|370-381|trimeprazine|drug
DDI-DrugBank.d179.s21|403-418|anticholinergics|group
DDI-DrugBank.d179.s21|421-434|phenothiazines|drug
DDI-DrugBank.d179.s22|2-11|Plicamycin|drug
DDI-DrugBank.d179.s22|20-28|Mithracin|drug
DDI-DrugBank.d179.s22|34-43|plicamycin|drug
DDI-DrugBank.d179.s22|46-49|e.g.|drug
DDI-DrugBank.d179.s22|52-60|Mithracin|drug
DDI-DrugBank.d179.s22|73-55||drug
DDI-DrugBank.d179.s22|91-73||drug
DDI-DrugBank.d179.s22|107-91||drug
DDI-DrugBank.d179.s22|113-97||drug
DDI-DrugBank.d179.s22|139-113||drug
DDI-DrugBank.d179.s22|157-114||drug
DDI-DrugBank.d179.s22|173-132||drug
DDI-DrugBank.d179.s22|179-150||drug
DDI-DrugBank.d179.s22|196-156||drug
DDI-DrugBank.d179.s22|214-163||drug
DDI-DrugBank.d179.s22|230-164||drug
DDI-DrugBank.d179.s22|236-182||drug
DDI-DrugBank.d179.s22|253-200||drug
DDI-DrugBank.d179.s22|271-206||drug
DDI-DrugBank.d179.s22|287-213||drug
DDI-DrugBank.d179.s22|293-214||drug
DDI-DrugBank.d179.s22|310-232||drug
DDI-DrugBank.d179.s22|328-250||drug
DDI-DrugBank.d179.s22|344-256||drug
DDI-DrugBank.d179.s23|2-14|Valproic acid|drug
DDI-DrugBank.d179.s23|23-30|Depakene|brand
DDI-DrugBank.d179.s23|40-52|sulfapyridine|drug
DDI-DrugBank.d179.s24|2-21|Acetohydroxamic acid|drug_n
DDI-DrugBank.d179.s24|30-38|Lithostat|brand
DDI-DrugBank.d179.s24|44-63|acetohydroxamic acid|drug_n
DDI-DrugBank.d179.s24|72-80|Lithostat|brand
DDI-DrugBank.d179.s24|86-96|glutathione|drug
DDI-DrugBank.d179.s24|129-137|Lithostat|brand
DDI-DrugBank.d179.s24|143-107||drug
DDI-DrugBank.d179.s24|186-194|Lithostat|brand
DDI-DrugBank.d179.s24|200-140||drug
DDI-DrugBank.d179.s24|211-157||drug
DDI-DrugBank.d179.s24|219-224|Glumad|brand
DDI-DrugBank.d179.s24|231-188||drug
DDI-DrugBank.d179.s24|242-196||drug
DDI-DrugBank.d179.s24|250-255|Glumad|brand
DDI-DrugBank.d179.s24|262-219||drug
DDI-DrugBank.d179.s24|276-227||drug
DDI-DrugBank.d179.s24|291-253||drug
DDI-DrugBank.d179.s24|305-265||drug
DDI-DrugBank.d179.s24|320-282||drug
DDI-DrugBank.d179.s24|334-294||drug
DDI-DrugBank.d179.s24|352-309||drug
DDI-DrugBank.d179.s25|2-8|Dapsone|drug
DDI-DrugBank.d179.s26|2-13|Furazolidone|drug
DDI-DrugBank.d179.s26|22-29|Furoxone|brand
DDI-DrugBank.d179.s26|35-45|Norfloxacin|drug
DDI-DrugBank.d179.s26|50-58|Ofloxacin|drug
DDI-DrugBank.d179.s26|63-74|Moxifloxacin|drug
DDI-DrugBank.d179.s26|79-91|Ciprofloxacin|drug
DDI-DrugBank.d179.s26|96-105|Tobramycin|drug
DDI-DrugBank.d179.s26|110-123|Nalidixic acid|drug
DDI-DrugBank.d179.s26|128-139|Lomefloxacin|drug
DDI-DrugBank.d179.s26|144-155|Levofloxacin|drug
DDI-DrugBank.d179.s26|160-172|Levofloxacine|drug
DDI-DrugBank.d179.s26|177-189|Levofloxacino|drug
DDI-DrugBank.d179.s26|194-206|Levofloxicina|drug
DDI-DrugBank.d179.s26|211-223|Levofloxicina|drug
DDI-DrugBank.d179.s26|228-240|Levofloxicina|drug
DDI-DrugBank.d179.s26|245-257|Levofloxicina|drug
DDI-DrugBank.d179.s26|262-274|Levofloxicina|drug
DDI-DrugBank.d179.s26|279-291|Levofloxicina|drug
DDI-DrugBank.d179.s26|296-308|Levofloxicina|drug
DDI-DrugBank.d179.s26|313-325|Levofloxicina|drug
DDI-DrugBank.d179.s26|330-342|Levofloxicina|drug
DDI-DrugBank.d179.s27|2-15|Nitrofurantoin|drug
DDI-DrugBank.d179.s27|24-33|Furadantin|brand
DDI-DrugBank.d179.s27|41-54|Nitrofurantoin|drug
DDI-DrugBank.d179.s27|63-72|Furadantin|brand
DDI-DrugBank.d179.s27|80-93|Nitrofurantoin|drug
DDI-DrugBank.d179.s27|102-111|Furadantin|brand
DDI-DrugBank.d179.s27|119-132|Nitrofurantoin|drug
DDI-DrugBank.d179.s27|141-150|Furadantin|brand
DDI-DrugBank.d179.s27|158-171|Nitrofurantoin|drug
DDI-DrugBank.d179.s27|180-189|Furadantin|brand
DDI-DrugBank.d179.s27|197-210|Nitrofurantoin|drug
DDI-DrugBank.d179.s27|219-228|Furadantin|brand
DDI-DrugBank.d179.s27|236-249|Nitrofurantoin|drug
DDI-DrugBank.d179.s27|258-267|Furadantin|brand
DDI-DrugBank.d179.s27|275-288|Nitrofurantoin|drug
DDI-DrugBank.d179.s27|297-306|Furadantin|brand
DDI-DrugBank.d179.s27|314-327|Nitrofurantoin|drug
DDI-DrugBank.d179.s27|336-345|Furadantin|brand
DDI-DrugBank.d179.s28|2-11|Primaquine|drug
DDI-DrugBank.d179.s29|2-13|Procainamide|drug
DDI-DrugBank.d179.s29|22-30|Pronestyl|brand
DDI-DrugBank.d179.s29|36-49|Phenylbutazone|drug
DDI-DrugBank.d179.s29|54-66|Phenobarbital|drug
DDI-DrugBank.d179.s29|71-79|Phenytoin|drug
DDI-DrugBank.d179.s29|84-94|Propranolol|drug
DDI-DrugBank.d179.s29|99-107|Ribavirin|drug
DDI-DrugBank.d179.s29|112-122|Salicylates|drug
DDI-DrugBank.d179.s29|127-140|Sulfinpyrazone|drug
DDI-DrugBank.d179.s29|145-157|Sulfasalazine|drug
DDI-DrugBank.d179.s29|162-174|Sulfisoxazole|drug
DDI-DrugBank.d179.s29|179-190|Sulfonamides|drug
DDI-DrugBank.d179.s29|195-206|Tetracycline|drug
DDI-DrugBank.d179.s29|211-219|Thiazides|drug
DDI-DrugBank.d179.s29|224-248|Tricyclic Antidepressants|drug
DDI-DrugBank.d179.s29|253-288|Triazolopyrimidine Antihypertensives|drug
DDI-DrugBank.d179.s29|293-307|Trihexyphenidyl|drug
DDI-DrugBank.d179.s29|312-321|Tryptophan|drug
DDI-DrugBank.d179.s29|326-333|Warfarin|drug
DDI-DrugBank.d179.s29|338-347|Wheat Germ|drug
DDI-DrugBank.d179.s29|352-377|Xanthine Antihypertensives|drug
DDI-DrugBank.d179.s29|382-385|Zinc|drug
DDI-DrugBank.d179.s30|2-10|Quinidine|drug
DDI-DrugBank.d179.s30|19-26|Quinidex|brand
DDI-DrugBank.d179.s30|32-40|Quinidine|drug
DDI-DrugBank.d179.s30|49-56|Quinidex|brand
DDI-DrugBank.d179.s30|62-70|quinidine|drug
DDI-DrugBank.d179.s30|79-86|Quinidex|brand
DDI-DrugBank.d179.s30|92-100|quinidine|drug
DDI-DrugBank.d179.s30|109-116|Quinidex|brand
DDI-DrugBank.d179.s30|122-130|quinidine|drug
DDI-DrugBank.d179.s30|139-146|Quinidex|brand
DDI-DrugBank.d179.s30|152-160|quinidine|drug
DDI-DrugBank.d179.s30|169-176|Quinidex|brand
DDI-DrugBank.d179.s30|182-190|quinidine|drug
DDI-DrugBank.d179.s30|199-206|Quinidex|brand
DDI-DrugBank.d179.s30|212-220|quinidine|drug
DDI-DrugBank.d179.s30|229-236|Quinidex|brand
DDI-DrugBank.d179.s30|242-250|quinidine|drug
DDI-DrugBank.d179.s30|259-266|Quinidex|brand
DDI-DrugBank.d179.s30|272-280|quinidine|drug
DDI-DrugBank.d179.s30|289-296|Quinidex|brand
DDI-DrugBank.d179.s30|302-310|quinidine|drug
DDI-DrugBank.d179.s30|319-326|Quinidex|brand
DDI-DrugBank.d179.s31|2-8|Quinine|drug
DDI-DrugBank.d179.s31|17-23|Quinamm|brand
DDI-DrugBank.d179.s31|29-37|Quinolone|drug
DDI-DrugBank.d179.s31|40-46|quinine|drug
DDI-DrugBank.d179.s31|51-59|quinidine|drug
DDI-DrugBank.d179.s31|65-73|quinolone|drug
DDI-DrugBank.d179.s31|76-82|quinine|drug
DDI-DrugBank.d179.s31|87-95|quinidine|drug
DDI-DrugBank.d179.s31|101-109|quinolone|drug
DDI-DrugBank.d179.s31|112-120|quinoline|drug
DDI-DrugBank.d179.s31|125-133|quinidine|drug
DDI-DrugBank.d179.s31|139-147|quinolone|drug
DDI-DrugBank.d179.s31|150-158|quinoline|drug
DDI-DrugBank.d179.s31|163-171|quinidine|drug
DDI-DrugBank.d179.s31|177-185|quinolone|drug
DDI-DrugBank.d179.s31|188-196|quinoline|drug
DDI-DrugBank.d179.s31|201-209|quinidine|drug
DDI-DrugBank.d179.s31|215-223|quinolone|drug
DDI-DrugBank.d179.s31|226-234|quinoline|drug
DDI-DrugBank.d179.s31|239-247|quinidine|drug
