DDI-MedLine.d48.s0|6-22|Clostridium toxin|drug_n
DDI-DrugBank.d124.s15|38-47|astemizole|drug
DDI-DrugBank.d124.s15|50-60|terfenadine|drug
DDI-DrugBank.d124.s17|6-30|Antimycobacterial Agents:|group
DDI-DrugBank.d124.s17|41-56| CONTRAINDICATED|brand
DDI-DrugBank.d124.s17|106-115|saquinavir|brand
DDI-DrugBank.d124.s17|183-192|saquinavir|brand
DDI-DrugBank.d124.s18|178-186|FORTOVASE|drug
DDI-DrugBank.d124.s20|31-39|cisapride|drug
DDI-DrugBank.d124.s21|208-222|St. John s wort|drug
DDI-DrugBank.d124.s21|227-246|hypericum perforatum|group
DDI-DrugBank.d124.s21|251-258|INVIRASE|brand
DDI-DrugBank.d124.s21|263-281|protease inhibitors|group
DDI-DrugBank.d124.s22|37-46|lovastatin|drug
DDI-DrugBank.d124.s22|49-59|simvastatin|drug
DDI-DrugBank.d124.s22|136-149|rhabdomyolysis|drug
DDI-DrugBank.d124.s23|6-26| Sedatives/Hypnotics:|group
DDI-DrugBank.d124.s23|29-37|triazolam|group
DDI-DrugBank.d124.s23|40-48|midazolam|group
DDI-DrugBank.d124.s24|2-8|aspirin|drug
DDI-DrugBank.d124.s26|128-151|calcium channel blockers|drug
DDI-DrugBank.d124.s26|154-160|dapsone|group
DDI-DrugBank.d124.s26|163-174|disopyramide|group
DDI-DrugBank.d124.s26|177-181|quine|group
DDI-DrugBank.d124.s26|184-193|amiodarone|group
DDI-DrugBank.d124.s26|196-204|quinidine|group
DDI-DrugBank.d124.s26|207-214|warfarin|group
DDI-DrugBank.d124.s26|217-226|tacrolimus|group
DDI-DrugBank.d124.s26|229-240|cyclosporine|group
DDI-DrugBank.d124.s26|243-259|ergot derivatives|group
DDI-DrugBank.d124.s26|262-269|pimozide|group
DDI-DrugBank.d124.s26|272-284|carbamazepine|group
DDI-DrugBank.d124.s26|287-294|fentanyl|group
DDI-DrugBank.d124.s26|297-306|alfentanyl|group
DDI-DrugBank.d124.s26|309-318|alprazolam|group
DDI-DrugBank.d124.s26|325-333|triazolam|group
DDI-DrugBank.d124.s26|401-410|saquinavir|brand
DDI-DrugBank.d124.s27|16-22|aspirin|drug
DDI-DrugBank.d124.s27|27-31|Xanax|brand
DDI-DrugBank.d124.s27|36-49|anticoagulants|group
DDI-DrugBank.d124.s27|54-65|glutethimide|drug
DDI-DrugBank.d124.s28|145-152|INVIRASE|drug
DDI-DrugBank.d124.s28|154-162|ritonavir|drug
DDI-DrugBank.d124.s29|0-17|Inducers of CYP3A4|drug
DDI-DrugBank.d124.s30|6-18|phenobarbital|group
DDI-DrugBank.d124.s30|21-29|phenytoin|group
DDI-DrugBank.d124.s30|32-44|dexamethasone|group
DDI-DrugBank.d124.s30|47-59|carbamazepine|group
DDI-DrugBank.d124.s30|62-67|CYP3A4|group
DDI-DrugBank.d124.s30|70-79|saquinavir|drug
DDI-DrugBank.d694.s0|23-44|
      <Digoxin/>
    |drug
DDI-DrugBank.d694.s0|79-104|
      <sitagliptin/>
    |drug
DDI-DrugBank.d694.s1|9-15|digoxin|drug
DDI-DrugBank.d694.s2|10-16|digoxin|drug
DDI-DrugBank.d694.s2|21-27|JANUVIA|group
DDI-DrugBank.d65.s0|9-21|Sulfacetamide|drug
DDI-DrugBank.d179.s0|0-11|Interactions|drug
DDI-DrugBank.d179.s1|9-21|Sulfapyridine|drug
DDI-DrugBank.d179.s1|25-37|Acetaminophen|drug
DDI-DrugBank.d179.s1|41-54|anticoagulants|group
DDI-DrugBank.d179.s1|58-74|antifungal agents|group
DDI-DrugBank.d179.s1|78-84|Tylenol|brand
DDI-DrugBank.d179.s2|9-18|Amiodarone|drug
DDI-DrugBank.d179.s2|27-35|Cordarone|brand
DDI-DrugBank.d179.s3|9-25|Anabolic steroids|group
DDI-DrugBank.d179.s3|29-36|Anabolin|brand
DDI-DrugBank.d179.s3|40-45|Anavar|brand
DDI-DrugBank.d179.s3|49-55|Anadrol|brand
DDI-DrugBank.d179.s3|59-66|Winstrol|brand
DDI-DrugBank.d179.s4|29-47| anabolic steroids |group
DDI-DrugBank.d179.s6|27-34|Tegretol|brand
DDI-DrugBank.d179.s6|40-54|anticonvulsants|group
DDI-DrugBank.d179.s7|6-15|Carmustine|drug
DDI-DrugBank.d179.s7|24-28|BiCNU|brand
DDI-DrugBank.d179.s8|0-10|Chloroquine|drug
DDI-DrugBank.d179.s8|19-24|Aralen|brand
DDI-DrugBank.d179.s9|10-19|Dantrolene|drug
DDI-DrugBank.d179.s9|24-37|e.g., Dantrium|group
DDI-DrugBank.d179.s9|48-52|Xanax|brand
DDI-DrugBank.d179.s10|20-29|Cerubidine|drug
DDI-DrugBank.d179.s11|0-9|Disulfiram|drug
DDI-DrugBank.d179.s11|18-25|Antabuse|brand
DDI-DrugBank.d179.s12|9-23|anticonvulsants|group
DDI-DrugBank.d179.s12|27-36|Divalproex|brand
DDI-DrugBank.d179.s12|40-47|Depakote|brand
DDI-DrugBank.d179.s13|0-8|Estrogens|drug
DDI-DrugBank.d179.s14|9-18|Etretinate|drug
DDI-DrugBank.d179.s14|22-28|Tegison|group
DDI-DrugBank.d179.s15|12-25|anticoagulants|group
DDI-DrugBank.d179.s16|0-17|Hydroxychloroquine|drug
DDI-DrugBank.d179.s16|26-34|Plaquenil|brand
DDI-DrugBank.d179.s17|0-13|Mercaptopurine|drug
DDI-DrugBank.d179.s17|15-24|Purinethol|drug
DDI-DrugBank.d179.s18|6-15|Naltrexone|drug
DDI-DrugBank.d179.s18|18-23|Trexan|brand
DDI-DrugBank.d179.s18|27-44|opioid antagonists|group
DDI-DrugBank.d179.s19|9-27|oral contraceptives|group
DDI-DrugBank.d179.s19|31-51|(birth control pills)|group
DDI-DrugBank.d179.s19|55-62|estrogen|group
DDI-DrugBank.d179.s22|10-26|antifungal agents|group
DDI-DrugBank.d179.s22|31-40|Plicamycin|brand
DDI-DrugBank.d179.s22|45-61|antifungal agents|group
DDI-DrugBank.d179.s22|66-76|antibiotics|group
DDI-DrugBank.d179.s22|81-97|antifungal agents|group
DDI-DrugBank.d179.s22|102-110|Mithracin|brand
DDI-DrugBank.d179.s23|0-12|Valproic acid|drug
DDI-DrugBank.d179.s23|14-26|Sulfapyridine|drug
DDI-DrugBank.d179.s23|28-41|anticoagulants|group
DDI-DrugBank.d179.s23|43-59|antifungal agents|group
DDI-DrugBank.d179.s24|0-8|Lithostat|drug
DDI-DrugBank.d179.s24|13-32|Acetohydroxamic acid|drug
DDI-DrugBank.d179.s26|9-20|Furazolidone|drug
DDI-DrugBank.d179.s26|24-34|antibiotics|group
DDI-DrugBank.d179.s26|43-50|Furoxone|brand
DDI-DrugBank.d179.s27|6-19|Nitrofurantoin|drug
DDI-DrugBank.d179.s27|28-37|Furadantin|brand
DDI-DrugBank.d179.s28|0-9|Primaquine|drug
DDI-DrugBank.d179.s29|6-17|Procainamide|drug
DDI-DrugBank.d179.s29|26-34|Pronestyl|brand
DDI-DrugBank.d179.s30|0-8|Quinidine|drug
DDI-DrugBank.d179.s30|17-24|Quinidex|brand
DDI-DrugBank.d179.s31|0-6|Quinine|drug
DDI-DrugBank.d179.s31|15-21|Quinamm|drug
DDI-DrugBank.d179.s32|9-17|Sulfoxone|drug
DDI-DrugBank.d179.s32|21-27|Diasone|brand
DDI-DrugBank.d179.s32|31-44|anticoagulants|group
DDI-DrugBank.d179.s32|48-64|antifungal agents|group
DDI-DrugBank.d179.s33|18-29|AquaMEPHYTON|brand
DDI-DrugBank.d179.s33|32-41|Synkayvite|brand
DDI-DrugBank.d179.s33|76-89|anticoagulants|group
DDI-DrugBank.d179.s35|0-7|Ethotoin|drug
DDI-DrugBank.d179.s35|10-17|Ethotoin|drug
DDI-DrugBank.d179.s35|26-33|Peganone|drug
DDI-DrugBank.d179.s36|9-19|Mephenytoin|drug
DDI-DrugBank.d179.s36|23-31|Mesantoin|drug
DDI-DrugBank.d179.s36|35-47|sulfapyridine|group
DDI-DrugBank.d179.s37|9-21|Antidiabetics|group
DDI-DrugBank.d179.s37|25-28|oral|group
DDI-DrugBank.d179.s37|32-68|(diabetes medicine you take by mouth)|group
DDI-DrugBank.d179.s37|72-75|oral|group
DDI-DrugBank.d179.s37|79-115|(diabetes medicine you take by mouth)|group
DDI-DrugBank.d179.s37|119-133|(sulfapyridine)|group
DDI-DrugBank.d179.s38|23-22||drug
DDI-DrugBank.d179.s38|56-55||drug
DDI-DrugBank.d179.s38|83-82||drug
DDI-DrugBank.d179.s38|109-108||drug
DDI-DrugBank.d179.s38|141-140||drug
DDI-DrugBank.d179.s39|27-33|Aldomet|brand
DDI-DrugBank.d179.s39|43-52|Methyldopa|drug
DDI-DrugBank.d179.s39|59-71|sulfapyridine|brand
DDI-DrugBank.d179.s40|9-17|Phenytoin|drug
DDI-DrugBank.d179.s40|21-28|Dilantin|group
DDI-DrugBank.d179.s40|32-40|Phenytoin|drug
DDI-DrugBank.d179.s40|44-56|sulfapyridine|group
DDI-DrugBank.d639.s0|10-23|anticoagulants|group
DDI-DrugBank.d639.s0|28-44|antifungal agents|group
DDI-DrugBank.d639.s0|49-61|CYP3A4 family|group
DDI-DrugBank.d639.s0|66-71|SUTENT|brand
DDI-DrugBank.d639.s0|76-87|ketoconazole|brand
DDI-DrugBank.d639.s0|92-103|itraconazole|brand
DDI-DrugBank.d639.s0|108-121|clarithromycin|brand
DDI-DrugBank.d639.s0|126-135|atazanavir|brand
DDI-DrugBank.d639.s0|140-148|indinavir|brand
DDI-DrugBank.d639.s0|153-162|nefazodone|brand
DDI-DrugBank.d639.s0|167-176|nelfinavir|brand
DDI-DrugBank.d639.s0|181-189|ritonavir|brand
DDI-DrugBank.d639.s0|194-203|saquinavir|brand
DDI-DrugBank.d639.s0|208-220|telithromycin|brand
DDI-DrugBank.d639.s0|225-236|voriconizole|brand
DDI-DrugBank.d639.s0|241-246|CYP3A4|group
DDI-DrugBank.d639.s0|251-259|sunitinib|brand
DDI-DrugBank.d639.s1|6-11|SUTENT|drug
DDI-DrugBank.d639.s2|6-19|anticoagulants|group
DDI-DrugBank.d639.s2|21-34|St. Johns Wort|brand
DDI-DrugBank.d639.s2|36-48|CYP3A4 family|group
DDI-DrugBank.d639.s2|50-64|anticonvulsants|group
DDI-DrugBank.d639.s2|66-80|anticonvulsants|group
DDI-DrugBank.d639.s2|82-96|anticonvulsants|group
DDI-DrugBank.d639.s2|98-112|anticonvulsants|group
DDI-DrugBank.d639.s2|114-128|anticonvulsants|group
DDI-DrugBank.d639.s2|130-144|anticonvulsants|group
DDI-DrugBank.d639.s2|146-160|anticonvulsants|group
DDI-DrugBank.d639.s2|162-174|dexamethasone|brand
DDI-DrugBank.d639.s2|176-184|phenytoin|brand
DDI-DrugBank.d639.s2|186-198|carbamazepine|brand
DDI-DrugBank.d639.s2|200-207|rifampin|brand
DDI-DrugBank.d639.s2|209-217|rifabutin|brand
DDI-DrugBank.d639.s2|219-228|rifapentin|brand
DDI-DrugBank.d639.s2|230-242|phenobarbital|brand
DDI-DrugBank.d639.s3|0-14|St. John's Wort|drug
DDI-DrugBank.d639.s4|9-18|Johns Wort|drug
DDI-DrugBank.d639.s4|22-27|SUTENT|group
DDI-DrugBank.d639.s5|9-14|SUTENT|drug
DDI-DrugBank.d639.s5|18-20|St.|group
DDI-DrugBank.d639.s6|27-30|Wort|drug
DDI-DrugBank.d639.s7|9-14|SUTENT|drug
DDI-DrugBank.d639.s7|18-34|CYP3A4 inhibitors|group
DDI-DrugBank.d639.s7|38-52|CYP3A4 inducers|group
DDI-DrugBank.d723.s0|9-17|carbachol|group
DDI-DrugBank.d723.s0|22-34|acetylcholine|group
DDI-DrugBank.d723.s0|39-47|carbachol|group
DDI-DrugBank.d723.s0|52-60|carbachol|group
DDI-DrugBank.d723.s0|65-73|carbachol|group
DDI-DrugBank.d723.s0|78-84|Miochol|brand
DDI-DrugBank.d723.s0|89-97|Carboptic|brand
DDI-DrugBank.d723.s0|102-117|Isopto Carbachol|brand
DDI-DrugBank.d723.s0|122-130|carbachol|group
DDI-DrugBank.d723.s0|135-143|carbachol|group
DDI-DrugBank.d723.s0|148-156|carbachol|group
DDI-DrugBank.d723.s0|161-169|carbachol|group
DDI-DrugBank.d723.s0|174-182|carbachol|group
DDI-DrugBank.d723.s0|187-195|carbachol|group
DDI-DrugBank.d723.s0|200-208|carbachol|group
DDI-DrugBank.d723.s0|213-221|carbachol|group
DDI-DrugBank.d723.s0|226-234|carbachol|group
DDI-DrugBank.d723.s0|239-247|carbachol|group
DDI-DrugBank.d723.s0|252-260|carbachol|group
DDI-DrugBank.d723.s0|265-273|carbachol|group
DDI-DrugBank.d723.s0|278-286|carbachol|group
DDI-DrugBank.d723.s0|291-299|carbachol|group
DDI-DrugBank.d704.s0|91-96|FLOMAX|drug
DDI-DrugBank.d704.s1|6-19|anticoagulants|group
DDI-DrugBank.d704.s1|21-26|FLOMAX|brand
DDI-DrugBank.d704.s3|90-92|HCI|drug
DDI-DrugBank.d704.s4|6-11|FLOMAX|brand
DDI-DrugBank.d704.s4|70-79|cimetidine|drug
DDI-DrugBank.d704.s5|0-13|tamsulosin HCI|drug
DDI-DrugBank.d704.s5|15-22|warfarin|drug
DDI-DrugBank.d704.s6|93-98|FLOMAX|brand
DDI-DrugBank.d766.s0|6-17|trimetrexate|drug
DDI-DrugBank.d766.s0|39-42|P450|drug
DDI-DrugBank.d766.s0|59-63|drugs|group
DDI-DrugBank.d766.s0|93-104|metabolizing|drug
DDI-DrugBank.d766.s0|141-149|drug-drug|group
DDI-DrugBank.d766.s0|179-190|trimetrexate|drug
DDI-DrugBank.d766.s1|6-19|anticoagulants|group
DDI-DrugBank.d766.s1|21-37|antifungal agents|group
DDI-DrugBank.d766.s1|39-50|trimetrexate|drug
DDI-DrugBank.d766.s1|52-62|antibiotics|group
DDI-DrugBank.d766.s1|64-84|antiretroviral agents|group
DDI-DrugBank.d766.s1|86-97|erythromycin|brand
DDI-DrugBank.d766.s1|99-109|antibiotics|group
DDI-DrugBank.d766.s1|111-121|antibiotics|group
DDI-DrugBank.d766.s1|123-130|rifampin|brand
DDI-DrugBank.d766.s1|132-142|antibiotics|group
DDI-DrugBank.d766.s1|144-152|rifabutin|brand
DDI-DrugBank.d766.s1|154-170|antifungal agents|group
DDI-DrugBank.d766.s1|172-183|ketoconazole|brand
DDI-DrugBank.d766.s1|185-201|antifungal agents|group
DDI-DrugBank.d766.s1|203-213|fluconazole|brand
DDI-DrugBank.d766.s2|9-18|cimetidine|drug
DDI-DrugBank.d766.s2|22-33|trimetrexate|drug
DDI-DrugBank.d766.s2|37-49|acetaminophen|drug
DDI-DrugBank.d766.s2|53-71|sulfate metabolites|group
DDI-DrugBank.d766.s3|10-45|nitrogen substituted imidazole drugs|group
DDI-DrugBank.d766.s3|50-66|antifungal agents|group
DDI-DrugBank.d766.s3|71-82|clotrimazole|brand
DDI-DrugBank.d766.s3|87-98|ketoconazole|brand
DDI-DrugBank.d766.s3|103-112|miconazole|brand
DDI-DrugBank.d766.s3|117-130|anticoagulants|group
DDI-DrugBank.d766.s3|135-151|antifungal agents|group
DDI-DrugBank.d766.s3|156-167|trimetrexate|brand
DDI-DrugBank.d766.s4|9-22|anticoagulants|group
DDI-DrugBank.d766.s4|26-42|antifungal agents|group
DDI-DrugBank.d766.s4|46-59|anticoagulants|group
DDI-DrugBank.d766.s4|63-79|antifungal agents|group
DDI-DrugBank.d766.s4|83-94|trimetrexate|brand
DDI-DrugBank.d328.s0|9-18|valdecoxib|drug
DDI-DrugBank.d328.s0|22-31|valdecoxib|drug
DDI-DrugBank.d328.s0|35-41|prodrug|drug
DDI-DrugBank.d328.s1|6-22|drug interactions|group
DDI-DrugBank.d328.s1|24-33|valdecoxib|drug
DDI-DrugBank.d328.s2|26-35|valdecoxib|drug
DDI-DrugBank.d328.s3|10-19|valdecoxib|drug
DDI-DrugBank.d328.s3|24-27|IC50|drug
DDI-DrugBank.d328.s3|32-35|g/mL|drug
DDI-DrugBank.d328.s3|40-40|M|drug
DDI-DrugBank.d328.s3|45-52|CYP 2C19|drug
DDI-DrugBank.d328.s3|57-63|CYP 2C9|drug
DDI-DrugBank.d328.s3|68-74|CYP 2D6|drug
DDI-DrugBank.d328.s3|79-85|CYP 3A4|drug
DDI-DrugBank.d328.s4|39-45|aspirin|drug
DDI-DrugBank.d328.s4|52-61|valdecoxib|drug
DDI-DrugBank.d328.s4|142-151|valdecoxib|drug
DDI-DrugBank.d328.s5|44-53|valdecoxib|drug
DDI-DrugBank.d328.s5|79-85|aspirin|brand
DDI-DrugBank.d328.s6|6-19|anticoagulants|group
DDI-DrugBank.d328.s6|21-37|antifungal agents|group
DDI-DrugBank.d328.s6|55-64|valdecoxib|drug
DDI-DrugBank.d328.s7|6-18|Methotrexate:|drug
DDI-DrugBank.d328.s7|20-29|Valdecoxib|drug
DDI-DrugBank.d328.s7|120-131|Methotrexate|drug
DDI-DrugBank.d328.s8|7-20|ACE-inhibitors|drug
DDI-DrugBank.d328.s8|24-37|ACE-inhibitors|group
DDI-DrugBank.d328.s8|41-46|NSAIDs|drug
DDI-DrugBank.d328.s9|121-126|BEXTRA|drug
DDI-DrugBank.d328.s10|6-16|Furosemide:|drug
DDI-DrugBank.d328.s10|18-23|NSAIDs|drug
DDI-DrugBank.d328.s10|25-33|thiazides|group
DDI-DrugBank.d328.s11|0-6|aspirin|drug
DDI-DrugBank.d328.s12|27-35|Phenytoin|group
DDI-DrugBank.d328.s12|73-75|AUC|group
DDI-DrugBank.d328.s12|91-100|valdecoxib|drug_n
DDI-DrugBank.d328.s12|219-227|phenytoin|brand
DDI-DrugBank.d328.s13|6-15|valdecoxib|drug
DDI-DrugBank.d328.s13|17-30|anticoagulants|group
DDI-DrugBank.d328.s13|32-48|antifungal agents|group
DDI-DrugBank.d328.s13|50-64|anticonvulsants|group
DDI-DrugBank.d328.s13|66-74|phenytoin|brand
DDI-DrugBank.d328.s14|106-135|CYP 2C9 and CYP 2C19 substrate|group
DDI-DrugBank.d328.s15|42-56|anticonvulsants|group
DDI-DrugBank.d328.s17|6-21|Dextromethorphan|drug
DDI-DrugBank.d328.s17|51-57|CYP 2D6|drug
DDI-DrugBank.d328.s17|85-91|CYP 3A4|drug
DDI-DrugBank.d328.s18|6-19|anticoagulants|group
DDI-DrugBank.d328.s18|21-37|antifungal agents|group
DDI-DrugBank.d328.s18|39-45|aspirin|brand
DDI-DrugBank.d328.s18|47-60|anticoagulants|group
DDI-DrugBank.d328.s18|62-78|antifungal agents|group
DDI-DrugBank.d328.s18|80-93|anticoagulants|group
DDI-DrugBank.d328.s18|95-111|antifungal agents|group
DDI-DrugBank.d328.s18|113-122|valdecoxib|brand
DDI-DrugBank.d328.s18|124-139|dextromethorphan|brand
DDI-DrugBank.d328.s19|6-19|anticoagulants|group
DDI-DrugBank.d328.s19|21-27|aspirin|brand
DDI-DrugBank.d328.s19|29-31|CYP|group
DDI-DrugBank.d328.s19|33-35|2D6|group
DDI-DrugBank.d328.s20|9-15|Lithium|drug
DDI-DrugBank.d328.s20|19-28|Valdecoxib|drug
DDI-DrugBank.d328.s20|32-45|anticoagulants|group
DDI-DrugBank.d328.s21|6-19|anticoagulants|group
DDI-DrugBank.d328.s21|21-37|antifungal agents|group
DDI-DrugBank.d328.s21|54-37||group
DDI-DrugBank.d328.s21|69-52||group
DDI-DrugBank.d328.s21|87-70||group
DDI-DrugBank.d328.s21|102-85||group
DDI-DrugBank.d328.s21|120-126|Lithium|drug
DDI-DrugBank.d328.s23|10-17|Warfarin|drug
DDI-DrugBank.d328.s23|22-35|anticoagulants|group
DDI-DrugBank.d328.s23|40-45|BEXTRA|brand
DDI-DrugBank.d328.s23|50-59|valdecoxib|drug
DDI-DrugBank.d328.s26|6-19|anticoagulants|group
DDI-DrugBank.d328.s26|21-41|anticoagulant therapy|group
DDI-DrugBank.d328.s26|43-48|BEXTRA|brand
DDI-DrugBank.d328.s26|50-57|warfarin|group
DDI-DrugBank.d328.s27|6-22|antifungal agents|group
DDI-DrugBank.d328.s27|54-70|antifungal agents|group
DDI-DrugBank.d328.s27|89-105|antifungal agents|group
DDI-DrugBank.d328.s28|9-18|valdecoxib|drug
DDI-DrugBank.d328.s28|22-33|ketoconazole|drug
DDI-DrugBank.d328.s28|37-47|fluconazole|drug
DDI-DrugBank.d328.s29|31-40|valdecoxib|drug
DDI-DrugBank.d328.s29|85-95|fluconazole|group
DDI-DrugBank.d328.s29|130-141|ketoconazole|group
DDI-DrugBank.d328.s30|11-19|Glyburide|drug
DDI-DrugBank.d328.s31|10-19|valdecoxib|drug
DDI-DrugBank.d328.s31|24-32|glyburide|drug
DDI-DrugBank.d328.s32|10-19|valdecoxib|drug
DDI-DrugBank.d328.s32|24-32|glyburide|drug
DDI-DrugBank.d328.s33|6-19|anticoagulants|group
DDI-DrugBank.d328.s33|21-30|valdecoxib|drug
DDI-DrugBank.d328.s33|32-48|antifungal agents|group
DDI-DrugBank.d328.s33|50-58|glyburide|drug
DDI-DrugBank.d328.s34|10-23|anticoagulants|group
DDI-DrugBank.d328.s34|25-41|antifungal agents|group
DDI-DrugBank.d328.s34|43-66|anti-inflammatory agents|group
DDI-DrugBank.d328.s34|68-77|antivirals|group
DDI-DrugBank.d328.s34|79-85|aspirin|brand
DDI-DrugBank.d328.s35|53-62|valdecoxib|drug
DDI-DrugBank.d328.s35|203-211|glyburide|drug
DDI-DrugBank.d328.s35|214-220|5 mg QD|drug
DDI-DrugBank.d328.s35|226-234|10 mg BID|drug
DDI-DrugBank.d328.s35|242-251|valdecoxib|drug
DDI-DrugBank.d328.s35|271-284|up to 40 mg QD|drug
DDI-DrugBank.d328.s36|26-34|glyburide|drug
DDI-DrugBank.d328.s36|65-74|valdecoxib|drug
DDI-DrugBank.d328.s37|10-19|Omeprazole|drug
DDI-DrugBank.d328.s38|17-62|steady state plasma concentrations (40 mg BID)|drug
DDI-DrugBank.d328.s39|9-18|valdecoxib|drug
DDI-DrugBank.d328.s39|22-31|omeprazole|drug
DDI-DrugBank.d328.s40|108-117|omeprazole|drug
DDI-DrugBank.d328.s40|123-132|valdecoxib|drug
DDI-DrugBank.d328.s41|6-15|omeprazole|drug
DDI-DrugBank.d328.s41|20-36|Zollinger-Ellison|group
DDI-DrugBank.d328.s41|71-80|omeprazole|drug
DDI-DrugBank.d328.s42|9-18|valdecoxib|drug
DDI-DrugBank.d328.s42|22-31|omeprazole|drug
DDI-DrugBank.d328.s44|6-21|Ortho-Novum 1/35|brand
DDI-DrugBank.d328.s44|23-36|anticoagulants|group
DDI-DrugBank.d328.s44|38-54|antifungal agents|group
DDI-DrugBank.d328.s44|56-65|valdecoxib|drug
DDI-DrugBank.d328.s44|67-79|norethindrone|drug
DDI-DrugBank.d328.s44|81-97|ethinyl estradiol|drug
DDI-DrugBank.d328.s46|11-23|norethindrone|drug
DDI-DrugBank.d328.s46|29-45|ethinyl estradiol|drug
DDI-DrugBank.d328.s46|51-69|oral contraceptives|group
DDI-DrugBank.d328.s46|75-84|valdecoxib|drug
DDI-DrugBank.d328.s47|9-16|Diazepam|drug
DDI-DrugBank.d328.s47|20-34|benzodiazepines|group
DDI-DrugBank.d328.s47|38-43|Valium|brand
DDI-DrugBank.d328.s49|48-62|benzodiazepines|group
DDI-DrugBank.d328.s49|254-261|diazepam|drug
DDI-DrugBank.d782.s0|25-39|Blood dyscrasia|group
DDI-DrugBank.d782.s0|45-67|Bone marrow depressants|group
DDI-DrugBank.d782.s0|73-89|Radiation therapy|group
DDI-DrugBank.d782.s0|95-116|Neurotoxic medications|group
DDI-DrugBank.d782.s0|140-161|Neurotoxic medications|group
DDI-DrugBank.d782.s0|204-218|Blood dyscrasia|group
DDI-DrugBank.d782.s0|226-248|Bone marrow depressants|group
DDI-DrugBank.d782.s0|256-272|Radiation therapy|group
DDI-DrugBank.d782.s0|280-301|Neurotoxic medications|group
DDI-DrugBank.d782.s0|355-376|Neurotoxic medications|group
DDI-DrugBank.d782.s0|421-439|Live virus vaccines|group
DDI-DrugBank.d782.s0|486-500|Blood dyscrasia|group
DDI-DrugBank.d782.s0|506-528|Bone marrow depressants|group
DDI-DrugBank.d782.s0|534-550|Radiation therapy|group
DDI-DrugBank.d782.s0|556-577|Neurotoxic medications|group
DDI-DrugBank.d759.s0|6-18|ascorbic acid|drug
DDI-DrugBank.d759.s0|74-91|bishydroxycoumarin|drug
